epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
1,fastadvplus,2.178309424548679,0.17593333333863154,0.0,0.3726,0.2609375,44.20832329998666,6.050990800009458,8.822608500006027,11.562884200000553,0.0,0.019943181818181818,1,1,20,20,0
2,fastadvplus,1.9662288107130264,0.25522222222487134,0.0,0.4034,0.25390625,88.53892359999008,6.442623099996126,8.611991099998704,11.531309500001953,0.02,0.039943181818181815,8,9,160,180,0
3,fastadvplus,1.863329357295566,0.29206666667196485,0.0,0.4406,0.2703125,48.21422349999193,6.097093899996253,8.428977000003215,11.579719899993506,0.04,0.05994318181818181,2,11,36,216,4
4,fastadvplus,1.7779306841320461,0.324555555539661,0.0,0.478,0.27578125,51.224564499992994,6.410065500022029,8.625926199994865,11.51957570000377,0.06,0.07994318181818182,2,13,44,260,0
5,fastadvplus,1.6981285384072198,0.3533555555820465,0.0,0.5542,0.32578125,43.39494349999586,6.456910200053244,8.396193299995502,11.824822399998084,0.08,0.0999431818181818,1,14,20,280,0
6,fastadvplus,1.6547974344677396,0.3692666666931576,0.0,0.596,0.340625,56.564847000001464,6.043975699984003,9.49019500000577,11.67762020000373,0.09999999999999999,0.11994318181818181,3,17,60,340,0
7,fastadvplus,1.5947727312511868,0.3922222222381168,0.0,0.5878,0.33984375,44.2760191999987,6.461445499997353,8.542075399993337,11.224023599992506,0.12,0.13994318181818183,1,18,20,360,0
8,fastadvplus,1.5728713250054254,0.39966666668256123,0.0,0.647,0.3359375,42.94917950000672,6.067786099985824,8.512239599993336,11.936623200002941,0.13999999999999999,0.15994318181818182,1,19,20,380,0
9,fastadvplus,1.589148513560825,0.3981999999947018,0.0,0.6324,0.35625,75.57222200000251,6.409878899954492,8.465845600003377,11.396715199996834,0.16,0.17994318181818184,6,25,120,500,0
10,fastadvplus,1.5467175617641873,0.41144444443914624,0.0,0.6056,0.3515625,43.35627319999912,6.467260499979602,8.628934699998354,11.58519189999788,0.18,0.19994318181818183,1,26,20,520,0
11,fastadvplus,1.5834905521816678,0.3995333333174388,0.0,0.626,0.37265625,72.45481559999462,6.055216900029336,8.624065199997858,11.98908690000826,0.19999999999999998,0.21994318181818182,6,32,112,632,8
12,fastadvplus,1.56613545627594,0.40660000000529817,0.0,0.5734,0.3390625,60.12988409999525,6.392118599978858,8.493469399996684,11.144790300008026,0.21999999999999997,0.2399431818181818,4,36,72,704,16
13,fastadvplus,1.596874353981018,0.3965333333386315,0.0,0.613,0.390625,78.75901519999024,6.041088199999649,8.99825509999937,12.380137100000866,0.24,0.2599431818181818,6,42,132,836,4
14,fastadvplus,1.6182094702402752,0.38764444443384805,0.0,0.6402,0.32890625,89.8178343000036,6.441576599972905,8.785523600003216,12.319158099999186,0.26,0.2799431818181818,8,50,164,1000,0
15,fastadvplus,1.5845231893539429,0.4007333333439297,0.0,0.6422,0.31953125,63.07539810000162,6.450603899997077,9.01675900000555,11.786734599998454,0.27999999999999997,0.2999431818181818,5,55,80,1080,20
16,fastadvplus,1.617838391049703,0.39022222221692404,0.0,0.5478,0.2828125,87.75416870000481,6.039370800048346,8.202380499991705,11.606104400008917,0.3,0.2800568181818182,7,62,160,1240,0
17,fastadvplus,1.5681870693418716,0.406244444460339,0.0,0.6446,0.34765625,69.02965719999338,6.422026300031575,9.02409209999314,11.40606839999964,0.27999999999999997,0.2600568181818182,5,67,100,1340,0
18,fastadvplus,1.5531872249179417,0.4123777777724796,0.0,0.614,0.3734375,73.78724600000714,6.054316800014931,8.567019699999946,11.329584399994928,0.26,0.2400568181818182,6,73,116,1456,4
19,fastadvplus,1.5498412261327108,0.41108888891008166,0.0,0.6624,0.359375,83.9214684000035,6.403473600003053,8.57944819999102,11.339708500003326,0.24,0.22005681818181821,7,80,144,1600,0
20,fastadvplus,1.5201070341746012,0.42526666668256125,0.0,0.7012,0.35625,75.6364101999934,6.4704274000105215,8.753716799998074,11.749734400000307,0.22,0.20005681818181814,7,87,120,1720,20
21,fastadvplus,1.5093819861094158,0.427155555539661,0.0,0.66,0.3515625,87.99155580000661,6.040067799985991,8.942156700009946,12.387635399994906,0.2,0.18005681818181815,7,94,160,1880,0
22,fastadvplus,1.451976414044698,0.44693333335982427,0.0,0.6862,0.3734375,62.647729900010745,6.4160520999867,9.710741300004884,11.534283200002392,0.18000000000000002,0.16005681818181816,4,98,80,1960,0
23,fastadvplus,1.4029343767589992,0.4654888888888889,0.0,0.6856,0.37890625,50.076659199999995,6.083235400001286,8.959058700012974,12.471287599997595,0.16000000000000003,0.14005681818181817,2,100,40,2000,0
24,fastadvplus,1.3715026561313206,0.475577777783076,0.0,0.7034,0.36640625,49.83023629999661,6.421279099988169,8.474898299988126,11.397355799999787,0.13999999999999996,0.12005681818181817,2,102,40,2040,0
25,fastadvplus,1.3375848311318292,0.49008888889418706,0.0,0.7412,0.409375,49.83072380001249,6.447055000026012,8.626357400004053,11.421871699989424,0.11999999999999997,0.10005681818181818,2,104,40,2080,0
26,fastadvplus,1.2760944142023722,0.5085111111005147,0.0,0.7376,0.41640625,36.77686589999939,6.062356899987208,8.3604697999981,11.759632400004193,0.09999999999999998,0.08005681818181817,0,104,0,2080,0
27,fastadvplus,1.2292959753460355,0.5273111111217075,0.0,0.7706,0.40859375,38.34027149999747,6.452230000009877,8.961346099997172,11.7044162999955,0.07999999999999997,0.06005681818181818,1,105,4,2084,16
28,fastadvplus,1.1739287856843736,0.5465555555555556,0.0,0.7896,0.428125,42.62493489999906,6.040196899950388,8.50070340000093,11.204591300003813,0.059999999999999984,0.040056818181818186,0,105,16,2100,0
29,fastadvplus,1.1026317365434435,0.5723333333333334,0.0,0.8126,0.4390625,43.647612900007516,6.402781299984781,8.370295699991402,11.528501299995696,0.03999999999999999,0.020056818181818193,1,106,20,2120,0
30,fastadvplus,0.9931568384488424,0.6124444444126553,0.0,0.8284,0.465625,37.02545299999474,6.467170200019609,8.423820399999386,11.572036800003843,0.019999999999999993,5.681818181819675e-05,0,106,0,2120,0
