run,input,windows,collapse_detected,collapse_window_index,collapse_global_step
dev_collapse_full_zero_eps8_lr03_seed23,E:\人工智能导论论文\outputs_publication\dev_collapse_full_zero_eps8_lr03_seed23\batch_metrics.csv,540,True,410,8044
