epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,pgd2_start_global_step,post_trigger_pgd_batches,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_zero,2.2140437378141615,0.16757777778042687,0.7264540401034885,0.7434457442601522,0.2183777777698305,0.20710933463573455,0.9159034205012851,0.03137257694602013,0.11188660233947965,0.7822936513794793,32.89274509999086,0.0,0.019943181818181818,352,1,0.336,0.2171875,0,,,,,0,0,0.0,32.89274509999086,8.874899899994489,12.173720099992352,0
2,fgsm_zero,1.9935904255337185,0.246555555539661,0.9015312291887071,0.8452734286096361,0.21226666666931576,0.2549081048594581,0.9188320718023512,0.03137257695198059,0.06485817246966892,0.7374587572203742,31.738673199986806,0.02,0.039943181818181815,352,1,0.424,0.27890625,0,,,,,0,0,0.0,31.738673199986806,9.906523799989372,12.625729499995941,0
3,fgsm_zero,1.9215359945085313,0.2706888888729943,0.8989279380268521,0.85051521086163,0.22284444443914625,0.29046560010910033,0.9164890756077236,0.03137257695198059,0.05663977838754654,0.7283728009117975,32.78417100000661,0.04,0.05994318181818181,352,1,0.4578,0.27421875,0,,,,,0,0,0.0,32.78417100000661,9.252364999993006,11.610549200006062,0
4,fgsm_zero,1.8341226993984647,0.3000444444285499,0.8843745823966133,0.8424643942726983,0.25399999998410544,0.3319386581050025,0.9150825222121345,0.03137257695198059,0.05414201743139161,0.7293294147279528,32.053642099985154,0.06,0.07994318181818182,352,1,0.4778,0.30390625,0,,,,,0,0,0.0,32.053642099985154,8.462918200006243,11.554497100005392,0
5,fgsm_zero,1.7682206098768447,0.32942222222752043,0.8702142739295959,0.8323455498271518,0.2625111110952165,0.36081091203689575,0.9135310959815979,0.03137257695198059,0.05310364002916548,0.7288132459110684,31.672220800013747,0.08,0.0999431818181818,352,1,0.5298,0.3203125,0,,,,,0,0,0.0,31.672220800013747,8.698072500003036,11.554316299996572,0
6,fgsm_zero,1.71692669951121,0.34428888888888887,0.8587384422514174,0.8255885254542032,0.27282222221692404,0.37732622208595273,0.9131232259538439,0.03137257695198059,0.05164914068712129,0.7276841414027744,32.02848179999273,0.09999999999999999,0.11994318181818181,352,1,0.56,0.3171875,0,,,,,0,0,0.0,32.02848179999273,10.671072599972831,13.477820400003111,0
7,fgsm_zero,1.6749508057276408,0.36055555557674834,0.8448657792727152,0.8187007143232558,0.2785111111243566,0.3933116340637207,0.9109204972479078,0.03137257695198059,0.04881039937337239,0.7226378921190898,31.306103099981556,0.12,0.13994318181818183,352,1,0.5728,0.3265625,0,,,,,0,0,0.0,31.306103099981556,9.294808000006014,13.704517599981045,0
8,fgsm_zero,1.645265930896335,0.373222222243415,0.8310296961996291,0.8115870927810669,0.2816666666507721,0.40235396752357483,0.9095234934488933,0.03137257695198059,0.046660911679267884,0.7183985922071668,33.24318549997406,0.13999999999999999,0.15994318181818182,352,1,0.539,0.3046875,0,,,,,0,0,0.0,33.24318549997406,9.240493899997091,13.153484600014053,0
9,fgsm_zero,1.6286136878755357,0.37891111113760206,0.8195604187965393,0.8073525152206421,0.2845333333386315,0.40821299959288704,0.9085122665405273,0.03137257695198059,0.04473719836672147,0.7137958900557624,33.47868780000135,0.16,0.17994318181818184,352,1,0.5692,0.3546875,0,,,,,0,0,0.0,33.47868780000135,8.992742400005227,11.97591690000263,0
10,fgsm_zero,1.6183403329849244,0.38293333332273694,0.8101640991210938,0.803732723681132,0.28726666668256123,0.4121995013501909,0.9079492535591126,0.03137257695198059,0.043654177891545826,0.7115889473597209,32.829366899997694,0.18,0.19994318181818183,352,1,0.5752,0.35390625,0,,,,,0,0,0.0,32.829366899997694,8.859868300001835,11.64269899998908,0
11,fgsm_zero,1.6196198827955457,0.3810222222222222,0.8034544664488898,0.8022273637347751,0.29215555555555556,0.41663951898680796,0.9075587294578552,0.03137257695198059,0.042479539463917415,0.7093390604019165,32.60318370000459,0.19999999999999998,0.21994318181818182,352,1,0.5652,0.35,0,,,,,0,0,0.0,32.60318370000459,8.801359799981583,12.515152200008743,0
12,fgsm_zero,1.6170477809906005,0.38384444444974264,0.8037618326505025,0.8025583740764194,0.28782222221692405,0.4170927319844564,0.908141019821167,0.03137257695198059,0.041805942930115594,0.7081927683830261,32.81381580000743,0.21999999999999997,0.2399431818181818,352,1,0.5684,0.32109375,0,,,,,0,0,0.0,32.81381580000743,9.139664100017399,12.249755500000902,0
13,fgsm_zero,1.6243769588682386,0.3828,0.8051089073287117,0.8027150874243842,0.288377777783076,0.416419791592492,0.9072018720520867,0.03137257695198059,0.04200475324657228,0.7087987520111931,33.14985070002149,0.24,0.2599431818181818,352,1,0.6092,0.3453125,0,,,,,0,0,0.0,33.14985070002149,9.420028099993942,11.99618049999117,0
14,fgsm_zero,1.6262624919467503,0.38060000002649097,0.8002637530432807,0.8021553018993801,0.2878888888888889,0.4168368175983429,0.9076457305802239,0.03137257695198059,0.04085913159383668,0.7058192051251729,32.95342750000418,0.26,0.2799431818181818,352,1,0.5756,0.31640625,0,,,,,0,0,0.0,32.95342750000418,9.357577999995556,12.333258099999512,0
15,fgsm_zero,1.6345422386805217,0.37860000002649097,0.8010939154836867,0.8024381857977974,0.28971111110316383,0.41805688140127395,0.9080082948260837,0.03137257695198059,0.04092579253647063,0.7058598773532444,32.66807469999185,0.27999999999999997,0.2999431818181818,352,1,0.5688,0.30234375,0,,,,,0,0,0.0,32.66807469999185,9.464506899996195,13.50293160000001,0
16,fgsm_zero,1.623738908979628,0.38137777778307597,0.7960990512212117,0.798101936615838,0.2888888888729943,0.42023102202945284,0.9078439300960964,0.03137257695198059,0.04151116121808688,0.7073920890278287,33.53829999998561,0.3,0.2800568181818182,352,1,0.5896,0.32890625,0,,,,,0,0,0.0,33.53829999998561,9.400259699992603,13.118468400003621,0
17,fgsm_zero,1.6105772047466702,0.38644444445504084,0.7931374944368998,0.7978350406222873,0.2892444444497426,0.4209131361219618,0.908279432826572,0.03137257694602013,0.0392065318789747,0.7016705576472813,35.082572899991646,0.27999999999999997,0.2600568181818182,352,1,0.5762,0.35,0,,,,,0,0,0.0,35.082572899991646,9.218754300003638,13.267669900000328,0
18,fgsm_zero,1.587564140235053,0.3921777778042687,0.7840279555320739,0.7908480314890544,0.29308888890213436,0.427123691590627,0.9082653700510661,0.03137257695198059,0.039120977522929506,0.7009755210240682,34.20271909999428,0.26,0.2400568181818182,352,1,0.5928,0.3515625,0,,,,,0,0,0.0,34.20271909999428,9.83823360002134,12.704522199986968,0
19,fgsm_zero,1.5627671034706963,0.4027333333598243,0.7779068342526754,0.7867571740468343,0.29248888889683616,0.4323874448935191,0.9085363471137152,0.03137257695198059,0.03769163000583649,0.6979092158953348,33.43241750000743,0.24,0.22005681818181821,352,1,0.6084,0.3375,0,,,,,0,0,0.0,33.43241750000743,9.927656899992144,12.6825397000066,0
20,pgd2_after_warning,1.4417927133984036,0.45286666666666664,nan,nan,nan,nan,nan,nan,nan,nan,44.52126670000143,0.22,0.20005681818181814,nan,nan,0.6426,0.3453125,1,20,6948,6688,6948,0,260,27.07253960001981,71.59380630002124,9.995426299981773,13.150037100014742,0
