checkpoint,attack,accuracy,epsilon,seconds
best.pt,clean,0.9472,0.0,8.835754200001247
best.pt,fgsm_8_255,0.3858,0.03137254901960784,11.481873800046742
best.pt,pgd10_8_255,0.0006,0.03137254901960784,35.12714789994061
