checkpoint,attack,accuracy,epsilon,seconds
best_balanced.pt,clean,0.8055,0.0,9.081692000036128
best_balanced.pt,fgsm_8_255,0.5106,0.03137254901960784,11.675500699901022
best_balanced.pt,pgd10_8_255,0.4544,0.03137254901960784,35.46703289996367
epoch09.pt,clean,0.8183,0.0,9.092871899949387
epoch09.pt,fgsm_8_255,0.5208,0.03137254901960784,11.492183699971065
epoch09.pt,pgd10_8_255,0.4552,0.03137254901960784,35.54340680001769
