epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
1,fastadvplus,2.172133752271864,0.18191111110581293,0.0,0.3594,0.23125,38.444874700013315,6.056453399985912,9.423376000006101,11.780398299990338,0.0,0.019943181818181818,0,0,0,0,0
2,fastadvplus,1.9445870303259956,0.2626888888729943,0.0,0.402,0.26171875,37.5372800000041,6.4379650999908336,9.077308799998718,11.186771799999406,0.02,0.039943181818181815,0,0,0,0,0
3,fastadvplus,1.8666788910547891,0.2907777777777778,0.0,0.4758,0.29921875,42.97108689999732,6.07497610001883,8.223484400004963,11.796426799992332,0.04,0.05994318181818181,1,1,20,20,0
4,fastadvplus,1.7697917904112075,0.3260000000211928,0.0,0.5132,0.340625,45.621479599998565,6.4063125000102445,8.426172299994505,11.726286999997683,0.06,0.07994318181818182,2,3,28,48,12
5,fastadvplus,1.72629435128106,0.3446222222381168,0.0,0.5612,0.33203125,72.9242721000046,6.39368709998962,8.84333429999242,11.997950799996033,0.08,0.0999431818181818,5,8,112,160,0
6,fastadvplus,1.6596775641335382,0.3694000000264909,0.0,0.5876,0.3390625,62.21438069999567,6.039658299996518,8.25694229999499,12.184338899998693,0.09999999999999999,0.11994318181818181,4,12,80,240,0
7,fastadvplus,1.5959643134435018,0.3903333333598243,0.0,0.615,0.34765625,43.28633550000086,6.417711699992651,8.404131100003724,11.51943929999834,0.12,0.13994318181818183,1,13,20,260,0
8,fastadvplus,1.5609582373936972,0.4039999999841054,0.0,0.598,0.33046875,36.56108260000474,6.070603000000119,8.46575390000362,11.565241900010733,0.13999999999999999,0.15994318181818182,0,13,0,260,0
9,fastadvplus,1.5671162139256796,0.4024000000052982,0.0,0.6268,0.3421875,56.410206300002756,6.402309099998092,8.987947700006771,11.350133899992215,0.16,0.17994318181818184,3,16,60,320,0
10,fastadvplus,1.5598132777955798,0.408377777783076,0.0,0.6106,0.371875,56.2493378000072,6.439301200021873,8.50336139999854,11.529429900008836,0.18,0.19994318181818183,3,19,60,380,0
11,fastadvplus,1.5810933511734009,0.40131111109521656,0.0,0.579,0.284375,69.05277480000223,6.050280299983569,8.396703100006562,11.666658800008008,0.19999999999999998,0.21994318181818182,5,24,100,480,0
12,fastadvplus,1.5983257202360366,0.39371111111640933,0.0,0.6178,0.3515625,89.69259940000484,6.421743899976718,8.336832699991646,11.715086700001848,0.21999999999999997,0.2399431818181818,9,33,164,644,16
13,fastadvplus,1.6169838656955295,0.3907333333280351,0.0,0.586,0.36484375,91.45536279999942,6.036763300027815,8.648199200004456,11.425860799994553,0.24,0.2599431818181818,8,41,172,816,4
14,fastadvplus,1.616019058248732,0.39417777779367236,0.0,0.5694,0.3359375,91.84828310000012,6.414816900040023,9.50873010000214,11.31849949999014,0.26,0.2799431818181818,9,50,172,988,12
15,fastadvplus,1.61989046520657,0.3885333333174388,0.0,0.622,0.31796875,86.16377800000191,6.395184399996651,8.554446800000733,11.573929799997131,0.27999999999999997,0.2999431818181818,7,57,152,1140,0
16,fastadvplus,1.6275310041003757,0.3880888888941871,0.0,0.5874,0.340625,98.08184220000112,6.048374999998487,9.591015300000436,12.215981900008046,0.3,0.2800568181818182,10,67,192,1332,8
17,fastadvplus,1.6079393716812134,0.3939111111217075,0.0,0.6118,0.3859375,98.33006560000649,6.391202799990424,8.750686799990945,11.359605300007388,0.27999999999999997,0.2600568181818182,10,77,192,1524,16
18,fastadvplus,1.578659768210517,0.4052888888994853,0.0,0.5924,0.3125,93.84446159999061,6.035896300003515,8.341564799993648,11.537352300001658,0.26,0.2400568181818182,8,85,176,1700,0
19,fastadvplus,1.5757081626468235,0.4040666666560703,0.0,0.6444,0.38671875,107.15295139999944,6.395547399966745,8.59866430000693,11.365886100000353,0.24,0.22005681818181821,11,96,220,1920,0
20,fastadvplus,1.52305938044654,0.4230888889100817,0.0,0.6502,0.39765625,81.47595330000331,6.432554599989089,9.194378100000904,11.987786500001675,0.22,0.20005681818181814,7,103,140,2060,0
21,fastadvplus,1.4789898614671495,0.4386888889100817,0.0,0.66,0.3875,62.81253579999611,6.058310600041295,8.726859599992167,11.364172700006748,0.2,0.18005681818181815,4,107,80,2140,0
22,fastadvplus,1.4241245659722221,0.4579111111164093,0.0,0.6822,0.4109375,44.451601399996434,6.4447586000023875,8.488859100005357,11.178187599987723,0.18000000000000002,0.16005681818181816,2,109,24,2164,16
23,fastadvplus,1.420607181485494,0.4599777777671814,0.0,0.6396,0.3890625,59.590605300007155,6.037103500028024,8.240123600000516,11.54302579999785,0.16000000000000003,0.14005681818181817,3,112,72,2236,4
24,fastadvplus,1.384246567471822,0.4729777778095669,0.0,0.7048,0.42109375,57.11956229999487,6.401908799976809,8.409917500001029,11.577945400000317,0.13999999999999996,0.12005681818181817,3,115,64,2300,0
25,fastadvplus,1.3242212825351292,0.4942444444338481,0.0,0.6844,0.39453125,43.48571370000718,6.4339122000092175,8.876756899990141,11.393675200000871,0.11999999999999997,0.10005681818181818,1,116,20,2320,0
