epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_random_uniform,2.2036385511398318,0.1675111111164093,0.7093036322699653,0.7432332583215502,0.20904444445239173,0.21445784870518578,0.6032711934725443,0.03137257695198059,0.1275314729332924,0.8032876056671142,33.11761290009599,0.0,0.013295454545454548,352,1,0.3488,0.24609375,0,,,,0,0.0,33.11761290009599,8.51634189998731,11.503259500022978,0
2,fgsm_random_uniform,1.9437356534745958,0.2630444444550408,0.9138924628575643,0.8544685239897833,0.20339999999205272,0.2483722252898746,0.6039833097351922,0.03137257695198059,0.07403804181814194,0.7566443612310622,32.448691300000064,0.013333333333333334,0.02662878787878788,352,1,0.443,0.278125,0,,,,0,0.0,32.448691300000064,8.254821699927561,11.451761400094256,0
3,fgsm_random_uniform,1.861234267086453,0.29366666668256125,0.9157591952959696,0.8611489768770006,0.21657777778837417,0.2979955149597592,0.6028546995904711,0.03137257695198059,0.06730820328990618,0.7504394617292616,32.09925850003492,0.02666666666666667,0.03996212121212121,352,1,0.4582,0.25234375,0,,,,0,0.0,32.09925850003492,8.696618900052272,11.457844999968074,0
4,fgsm_random_uniform,1.7840915900972154,0.31931111109521654,0.9057150612407261,0.8545930812093947,0.2314222222354677,0.33273927495744493,0.601524180454678,0.03137257695198059,0.061844836290677385,0.7454166351530287,32.41485980001744,0.04000000000000001,0.05329545454545455,352,1,0.4868,0.2828125,0,,,,0,0.0,32.41485980001744,9.057809900026768,11.526278599980287,0
5,fgsm_random_uniform,1.70607273534139,0.3489333333598243,0.8919264502525329,0.8461146958245171,0.25157777779102325,0.36682697729534575,0.6000802293459574,0.03137257695198059,0.05946637287272347,0.7433182631280687,32.30078290007077,0.05333333333333334,0.06662878787878788,352,1,0.5672,0.3265625,0,,,,0,0.0,32.30078290007077,8.60729309997987,11.733609799994156,0
6,fgsm_random_uniform,1.6447830899556477,0.36955555557145015,0.875820301967197,0.8369023357709249,0.2615333333545261,0.3823616699377696,0.5971535428682962,0.03137257695198059,0.057081236894263164,0.7402428432782491,32.39828560000751,0.06666666666666667,0.0799621212121212,352,1,0.5958,0.32578125,0,,,,0,0.0,32.39828560000751,8.54353030002676,11.24983759992756,0
7,fgsm_random_uniform,1.5849684771007961,0.39377777776718137,0.8619738107151456,0.8301306563271417,0.26860000001324547,0.39663385883437263,0.5961068199263678,0.03137257695198059,0.05471708469258414,0.7361251432206896,31.869678599992767,0.08000000000000002,0.09329545454545456,352,1,0.5846,0.32265625,0,,,,0,0.0,31.869678599992767,8.370910399942659,11.270737900049426,0
8,fgsm_random_uniform,1.5540041757795546,0.40482222222222225,0.848299244149526,0.8240097138934666,0.2720222222275204,0.40589071322017245,0.5953580201572842,0.03137257695198059,0.052242335968547396,0.7311335064888,31.710872399969958,0.09333333333333334,0.10662878787878789,352,1,0.66,0.3484375,0,,,,0,0.0,31.710872399969958,8.638799300068058,11.578934199991636,0
9,fgsm_random_uniform,1.5201475263383653,0.41933333333863154,0.8381838458273146,0.8188289058791266,0.2736888888941871,0.41301332495477466,0.595314524131351,0.03137257695198059,0.04972155644827419,0.7263877510706583,31.561283099930733,0.10666666666666667,0.11996212121212123,352,1,0.622,0.35078125,0,,,,0,0.0,31.561283099930733,8.23091290006414,11.494345599901862,0
10,fgsm_random_uniform,1.500394518661499,0.4282222222381168,0.8270130115403069,0.8131150650554233,0.2743333333412806,0.4204634392897288,0.5941839535713196,0.03137257695198059,0.048464119914505215,0.7240297719213697,31.62300280004274,0.12,0.13329545454545455,352,1,0.634,0.3578125,0,,,,0,0.0,31.62300280004274,8.52083809999749,11.491106600034982,0
11,fgsm_random_uniform,1.4902077273262873,0.4301333333598243,0.8191206892755296,0.8098454261567858,0.28028888889153797,0.4258326038625505,0.5951484280692206,0.03137257695198059,0.04729161964191331,0.7215790271335178,32.404971400042996,0.13333333333333333,0.1466287878787879,352,1,0.6656,0.37890625,0,,,,0,0.0,32.404971400042996,8.941702299984172,11.809778399998322,0
12,fgsm_random_uniform,1.4772576649559868,0.4340222222275204,0.8081963957256741,0.8044799170176188,0.2811777777751287,0.4259232372601827,0.592938836839464,0.03137257694602013,0.045125074193874994,0.7166499720467462,32.69157190003898,0.14666666666666667,0.15996212121212122,352,1,0.622,0.359375,0,,,,0,0.0,32.69157190003898,8.926768600009382,11.644675699993968,0
13,fgsm_random_uniform,1.4815005947324964,0.4352666666878594,0.8051322593477037,0.8033052857398987,0.27666666668256124,0.4277220569398668,0.5931558299700419,0.03137257695198059,0.04458867018818855,0.7155969223022461,32.294392599957064,0.16000000000000003,0.17329545454545456,352,1,0.6614,0.3703125,0,,,,0,0.0,32.294392599957064,8.588306199992076,11.558233499992639,0
