epoch,attack_mode,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,batches_processed,epoch_completed,val_clean_acc,val_pgd10_acc,intervention_triggered,trigger_epoch,trigger_global_step,rolled_back_to_global_step,pgd2_start_global_step,post_trigger_pgd_batches,abandoned_fgsm_batches,abandoned_fgsm_seconds,total_training_seconds,clean_eval_seconds,pgd_monitor_seconds,pgd_monitor_used_for_trigger
1,fgsm_zero,2.2199865112304686,0.16206666666931577,0.71323061659601,0.7378260603692797,0.2163777777698305,0.20099802379873064,0.9162962366845873,0.03137257695198059,0.11363582524524794,0.7833645011266073,32.367206399998395,0.0,0.019943181818181818,352,1,0.3466,0.2296875,0,,,,,0,0,0.0,32.367206399998395,8.795379899995169,12.111230899987277,0
2,fgsm_zero,1.99201965675354,0.2473777777698305,0.9014429853333368,0.8437634820832146,0.21246666667726305,0.2518695012463464,0.9191207949002583,0.03137257695198059,0.060799040920204585,0.7320897978888617,31.580675999983214,0.02,0.039943181818181815,352,1,0.3852,0.2390625,0,,,,,0,0,0.0,31.580675999983214,8.80004229999031,11.81133709999267,0
3,fgsm_zero,1.9132650370279949,0.2720666666613685,0.8981539368947347,0.8480208803706699,0.22695555556880104,0.2950161418279012,0.9179626145786709,0.03137257694602013,0.054746541533867515,0.7260686851501464,31.158318400004646,0.04,0.05994318181818181,352,1,0.4548,0.28046875,0,,,,,0,0,0.0,31.158318400004646,8.60717860001023,11.505525599990506,0
4,fgsm_zero,1.832537188021342,0.3033555555820465,0.8843656942049662,0.8409321304851108,0.24715555555025737,0.33004192712571884,0.9171524505827162,0.03137257695198059,0.05319045773744583,0.726767347515954,31.18023960001301,0.06,0.07994318181818182,352,1,0.5032,0.29765625,0,,,,,0,0,0.0,31.18023960001301,8.60569110000506,11.611739700019825,0
5,fgsm_zero,1.7605519385443793,0.3272000000026491,0.8689489791446262,0.8313405283080207,0.2642222222328186,0.36246339785787796,0.9150407316843668,0.03137257695198059,0.051681132944424946,0.7267597626474168,31.149279199977173,0.08,0.0999431818181818,352,1,0.4944,0.31015625,0,,,,,0,0,0.0,31.149279199977173,9.052323299983982,11.543353799992474,0
6,fgsm_zero,1.7080728044721816,0.35026666668785944,0.8564551033973694,0.8258210198614332,0.27095555555025735,0.3773520770814684,0.9129536357455783,0.03137257695198059,0.05053933751781781,0.7258477727360195,31.027450699999463,0.09999999999999999,0.11994318181818181,352,1,0.5692,0.33046875,0,,,,,0,0,0.0,31.027450699999463,8.725186700001359,11.790644699998666,0
7,fgsm_zero,1.6716293450249566,0.3598000000211928,0.8412502098931207,0.8166867164399889,0.2776,0.38854207078615827,0.9107058785650465,0.03137257695198059,0.04666379400160577,0.7178098676575555,31.745836999994935,0.12,0.13994318181818183,352,1,0.559,0.334375,0,,,,,0,0,0.0,31.745836999994935,9.251357000001008,11.69844869998633,0
8,fgsm_zero,1.6415458472781712,0.3741999999841054,0.8295029799143473,0.8114912595325046,0.28208888887829253,0.4017676467789544,0.9090177661789788,0.03137257695198059,0.044293070741494495,0.7129487400160895,32.13788310001837,0.13999999999999999,0.15994318181818182,352,1,0.5372,0.33515625,0,,,,,0,0,0.0,32.13788310001837,8.825068300007842,11.62751700001536,0
9,fgsm_zero,1.626791207546658,0.37986666668256125,0.8168590626716614,0.8073958819707234,0.28495555557674834,0.4069984718163808,0.9084366668277316,0.03137257695198059,0.04232087116705047,0.7093034887207879,31.019582600012654,0.16,0.17994318181818184,352,1,0.6122,0.3375,0,,,,,0,0,0.0,31.019582600012654,8.465186399989761,11.796761300007347,0
10,fgsm_zero,1.615085763867696,0.38384444445504085,0.8071469453175862,0.8030146610048082,0.2872000000026491,0.41128406551678975,0.9072198194609749,0.03137257695198059,0.04113797971937391,0.7060172180705601,30.955763200006913,0.18,0.19994318181818183,352,1,0.5772,0.3296875,0,,,,,0,0,0.0,30.955763200006913,8.59660979997716,11.479724300006637,0
11,fgsm_zero,1.6189467708587646,0.38195555556085375,0.8029011077562968,0.8011652686542935,0.29135555556615195,0.41322879572444493,0.9065111806551616,0.03137257695198059,0.041283692110909355,0.7068177566210428,31.25072559999535,0.19999999999999998,0.21994318181818182,352,1,0.573,0.3515625,0,,,,,0,0,0.0,31.25072559999535,8.577495100005763,11.344464800000424,0
12,fgsm_zero,1.619867168490092,0.38075555557674834,0.7999254355854458,0.799370699818929,0.2912888888782925,0.41378899036513433,0.9075049030833774,0.03137257695198059,0.04074685452315543,0.7060154758559333,31.465734500001417,0.21999999999999997,0.2399431818181818,352,1,0.5986,0.33046875,0,,,,,0,0,0.0,31.465734500001417,9.11370360001456,11.726582200004486,0
13,fgsm_zero,1.6198579407162137,0.38293333332273694,0.7966350968678793,0.79752083952162,0.2879111111270057,0.41612507553100586,0.9053681695302328,0.03137257695198059,0.040244616087940006,0.7046442548645867,31.879006400005892,0.24,0.2599431818181818,352,1,0.5734,0.3390625,0,,,,,0,0,0.0,31.879006400005892,8.6719402000017,11.885153999988688,0
14,fgsm_zero,1.6200652176962957,0.3825111111005147,0.7937050665855407,0.7964402402453953,0.2898666666560703,0.41682466583251954,0.9052774000379774,0.03137257695198059,0.04021759570704566,0.7047097599135504,31.635444800020196,0.26,0.2799431818181818,352,1,0.5738,0.33125,0,,,,,0,0,0.0,31.635444800020196,9.028304400009802,12.800406499998644,0
15,fgsm_zero,1.6266942377726237,0.3805555555502574,0.7938558195008172,0.7953770890977647,0.2874666666507721,0.41455846214294434,0.904216036690606,0.03137257695198059,0.039796100379361043,0.7034625046200222,33.12343350000447,0.27999999999999997,0.2999431818181818,352,1,0.6138,0.35546875,0,,,,,0,0,0.0,33.12343350000447,9.094182500004536,12.111439600004815,0
16,fgsm_zero,1.6231112478468153,0.3818222222328186,0.7950925054338244,0.7962598160849678,0.2861777777671814,0.4170559911674923,0.9049741089926826,0.03137257694602013,0.03971318682365947,0.7025953505092197,32.71834440002567,0.3,0.2800568181818182,352,1,0.5872,0.3734375,0,,,,,0,0,0.0,32.71834440002567,9.879771799984155,12.235056700010318,0
17,fgsm_zero,1.6069734741210937,0.38557777778307595,0.788308857038286,0.7911616147465176,0.290022222243415,0.42253970265918306,0.9052559583769905,0.03137257695198059,0.03931206987102826,0.7020180510203043,33.036198899993906,0.27999999999999997,0.2600568181818182,352,1,0.6426,0.38359375,0,,,,,0,0,0.0,33.036198899993906,8.84685449997778,11.878966300020693,0
18,fgsm_zero,1.581830698055691,0.3944222222328186,0.7739091573079427,0.7835362603187561,0.2936222222328186,0.4256680639690823,0.9047794230884976,0.03137257695198059,0.03870724856058756,0.7011883616659377,32.89858300000196,0.26,0.2400568181818182,352,1,0.6198,0.35546875,0,,,,,0,0,0.0,32.89858300000196,8.96607949997997,12.132093399995938,0
19,fgsm_then_pgd2_same_epoch_no_replay,1.5034090007570056,0.4294444444550408,0.6926349859152522,0.7518567962305887,0.27784598214285716,0.41377809941768645,0.9033159353903362,0.03137257695198059,0.036390639216239966,0.6968742936849595,39.87782289998722,0.24,0.22005681818181821,352,1,0.6284,0.37890625,1,19,6476,,6476,212,0,0.0,39.87782289998722,9.118855000007898,11.830115600023419,0
20,pgd2,1.4416008829116822,0.45168888888888886,nan,nan,nan,nan,nan,nan,nan,nan,43.79192740001599,0.22,0.20005681818181814,nan,nan,0.708,0.37421875,0,19,6476,,,0,0,0.0,43.79192740001599,9.565075899998192,12.171525099984137,0
