checkpoint,attack,accuracy,epsilon,seconds
best_robust.pt,clean,0.3757,0.0,8.887481900048442
best_robust.pt,fgsm_8_255,0.2345,0.03137254901960784,11.463564600097016
best_robust.pt,pgd10_8_255,0.1855,0.03137254901960784,35.15912630001549
last.pt,clean,0.5512,0.0,8.812680499977432
last.pt,fgsm_8_255,0.8598,0.03137254901960784,11.277348099974915
last.pt,pgd10_8_255,0.0,0.03137254901960784,35.2034373000497
