epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
1,fastadvplus,2.1780162657843696,0.178022222243415,0.0,0.361,0.23046875,37.04987499999697,6.052742500018212,8.30515590000141,11.374884699995164,0.0,0.019943181818181818,0,0,0,0,0
2,fastadvplus,1.9340705478456286,0.265022222216924,0.0,0.3936,0.24921875,37.38653570000315,6.4363897999865,8.28666689999227,11.590748200003873,0.02,0.039943181818181815,0,0,0,0,0
3,fastadvplus,1.86337428855896,0.2968222222275204,0.0,0.4882,0.271875,62.589486099997885,6.073344700052985,8.90948610000487,13.770400800000061,0.04,0.05994318181818181,4,4,80,80,0
4,fastadvplus,1.7734820894877117,0.327355555568801,0.0,0.5358,0.2953125,62.63491890000296,6.417815200053155,8.508165599996573,11.333687499994994,0.06,0.07994318181818182,4,8,80,160,0
5,fastadvplus,1.6822574992497763,0.35915555554495915,0.0,0.5526,0.31875,36.927460599996266,6.460223899994162,8.869269100003294,11.74169310000434,0.08,0.0999431818181818,0,8,0,160,0
6,fastadvplus,1.6296519459406535,0.37666666667726306,0.0,0.5998,0.33125,43.15641080000205,6.049603200037382,8.6347448000015,11.422409500009962,0.09999999999999999,0.11994318181818181,1,9,20,180,0
7,fastadvplus,1.586233455827501,0.39653333332273694,0.0,0.5936,0.32265625,44.127138700001524,6.434748800005764,8.286680399993202,11.3611258000019,0.12,0.13994318181818183,1,10,20,200,0
8,fastadvplus,1.5629509955300225,0.40522222221692406,0.0,0.6412,0.33359375,43.222497199996724,6.134526500012726,8.694823800004087,11.384156199987046,0.13999999999999999,0.15994318181818182,1,11,20,220,0
9,fastadvplus,1.5356016323725383,0.41466666668256125,0.0,0.6226,0.32890625,36.95587879999948,6.437312900045072,8.653024499988533,12.159313299998757,0.16,0.17994318181818184,0,11,0,220,0
10,fastadvplus,1.5338949248419869,0.41551111109521655,0.0,0.6304,0.3453125,36.955890900004306,6.4433286000130465,8.788479299997562,11.349665300003835,0.18,0.19994318181818183,0,11,0,220,0
11,fastadvplus,1.5520032945421007,0.4129555555820465,0.0,0.6224,0.32890625,56.36207770000328,6.056405699971947,8.367948300001444,11.610356200006208,0.19999999999999998,0.21994318181818182,3,14,60,280,0
12,fastadvplus,1.546185283894009,0.4083333333598243,0.0,0.6168,0.35390625,43.60163780000585,6.438286800053902,9.06376150000142,11.579290099994978,0.21999999999999997,0.2399431818181818,1,15,20,300,0
13,fastadvplus,1.5659703098720974,0.4072888888782925,0.0,0.6258,0.33359375,55.60089250000601,6.064165700023295,8.636567699999432,11.568864200002281,0.24,0.2599431818181818,3,18,60,360,0
14,fastadvplus,1.5497635413487751,0.41131111113760205,0.0,0.6102,0.334375,43.50997320000897,6.4119491000165,8.69830329999968,12.02267240000947,0.26,0.2799431818181818,1,19,20,380,0
15,fastadvplus,1.5590229686101278,0.41042222221692404,0.0,0.6134,0.325,43.78556669999671,6.446854500041809,8.639696600002935,11.601618499989854,0.27999999999999997,0.2999431818181818,1,20,20,400,0
16,fastadvplus,1.5717720462587144,0.4047999999947018,0.0,0.6266,0.3578125,55.874561699994956,6.040485399993486,8.88365899999917,11.73304220000864,0.3,0.2800568181818182,3,23,60,460,0
17,fastadvplus,1.53856633037991,0.4146666666613685,0.0,0.645,0.3453125,50.925766800006386,6.432459300005576,9.039985600000364,11.955449700006284,0.27999999999999997,0.2600568181818182,2,25,40,500,0
18,fastadvplus,1.5046100967831082,0.4272444444656372,0.0,0.6546,0.3359375,37.006874400001834,6.0619301999831805,8.460586500004865,11.960429200000362,0.26,0.2400568181818182,0,25,0,500,0
19,fastadvplus,1.4899553481207954,0.43568888889418705,0.0,0.6536,0.33828125,43.38680900000327,6.4073241999867605,8.324334500008263,11.358346399996663,0.24,0.22005681818181821,1,26,20,520,0
20,fastadvplus,1.4714804972966513,0.4406444444656372,0.0,0.6424,0.334375,43.180799099995056,6.437643799974467,8.391371999998228,11.711088199997903,0.22,0.20005681818181814,2,28,20,540,20
21,fastadvplus,1.4538510664833917,0.4466888888729943,0.0,0.648,0.3640625,56.091995199996745,6.034606100001838,8.464447799997288,11.381349800009048,0.2,0.18005681818181815,2,30,60,600,0
22,fastadvplus,1.4099128730138142,0.46097777777777776,0.0,0.6744,0.384375,38.555833100006566,6.469735400023637,9.233739200004493,12.529644599999301,0.18000000000000002,0.16005681818181816,1,31,4,604,16
23,fastadvplus,1.395524422560798,0.46644444444974265,0.0,0.7014,0.38359375,48.84402960000443,6.0351274999266025,9.102856400000746,11.816425199998775,0.16000000000000003,0.14005681818181817,1,32,36,640,0
24,fastadvplus,1.3485425826178656,0.48286666666136846,0.0,0.7128,0.371875,37.71728320000693,6.4081174999591894,8.790891399999964,12.79315910000878,0.13999999999999996,0.12005681818181817,0,32,0,640,0
25,fastadvplus,1.3236143948449028,0.4943555555714501,0.0,0.7268,0.415625,43.78556770000432,6.438358399987919,8.6700092000101,11.385051699995529,0.11999999999999997,0.10005681818181818,1,33,20,660,0
26,fastadvplus,1.2965166752285429,0.5000888888570998,0.0,0.7632,0.41953125,49.726754599993,6.05574829998659,8.586910000012722,11.84893490000104,0.09999999999999998,0.08005681818181817,2,35,40,700,0
27,fastadvplus,1.2184041651407878,0.5298444444974264,0.0,0.7664,0.42421875,37.007648300001165,6.4512432999763405,8.926191299993661,12.01068249999662,0.07999999999999997,0.06005681818181818,0,35,0,700,0
28,fastadvplus,1.154996600426568,0.5520666667196485,0.0,0.7776,0.4296875,36.56175209999492,6.0655995000270195,8.654033999991952,11.209295599997859,0.059999999999999984,0.040056818181818186,0,35,0,700,0
29,fastadvplus,1.082519766638014,0.5760000000529819,0.0,0.811,0.44921875,37.5329619999975,6.425732599993353,9.040530300000682,11.40062040000339,0.03999999999999999,0.020056818181818193,0,35,0,700,0
30,fastadvplus,0.9853320807139079,0.6139333333651225,0.0,0.8214,0.4703125,37.11956689998624,6.45601650000026,8.271719999989728,11.410240600001998,0.019999999999999993,5.681818181819675e-05,0,35,0,700,0
