epoch,lr,train_loss,train_acc,epoch_seconds,val_clean_acc
28,0.08306559326618261,0.3341723093032837,0.8848444444444444,18.726105300011113,0.804
29,0.0818711994874345,0.32649031315909494,0.889,18.545806300011463,0.8444
30,0.08064535268264884,0.32036587216589185,0.8923555555555556,18.50430230004713,0.8326
31,0.07938926261462369,0.31771495989163717,0.8916444444444445,18.711924399947748,0.8394
32,0.07810416889260656,0.30805052586661447,0.8944222222222222,18.318492599995807,0.857
33,0.07679133974894985,0.30155031780136954,0.8976666666666666,18.463743099942803,0.827
34,0.07545207078751859,0.298791845509741,0.8973111111111111,18.3457338999724,0.8378
35,0.07408768370508578,0.2960209568023682,0.8996,18.54740669997409,0.8478
36,0.07269952498697736,0.29188287686242,0.9011777777777777,18.51122970005963,0.813
37,0.07128896457825365,0.28708512812720405,0.9011777777777777,18.510627400013618,0.8316
38,0.06985739453173904,0.2723465811305576,0.9069111111111111,18.405908100074157,0.8682
39,0.06840622763423393,0.27610363370577495,0.9048,18.48485140001867,0.8458
40,0.0669368960122646,0.2722974382188585,0.9074,19.064185799914412,0.879
41,0.0654508497187474,0.26137682031790416,0.9103555555555556,18.44514229998458,0.8632
42,0.0639495553019615,0.2553682530826992,0.9137333333333333,18.5010771000525,0.8312
43,0.06243449435824276,0.25289768902460735,0.9130888888888888,18.58116920001339,0.8558
44,0.060907162069827166,0.24497468632062278,0.9159777777777778,18.574800099944696,0.8436
45,0.059369065729286276,0.2439082713286082,0.9168888888888889,18.167314999969676,0.843
46,0.057821723252011584,0.23519490886264377,0.919,18.371279600076377,0.8868
47,0.05626666167821526,0.22735188999705844,0.9216222222222222,18.206329399952665,0.8704
48,0.054705415665925745,0.2207945156812668,0.9236888888888889,18.504484599921852,0.8836
49,0.05313952597646571,0.21097414996623992,0.9281111111111111,18.529157000011764,0.893
50,0.051570537953906447,0.212569691157341,0.9269111111111111,18.232052300008945,0.8648
51,0.05000000000000003,0.20501856532361773,0.9293555555555556,18.407894299947657,0.8576
52,0.048429462046093615,0.1983279567188687,0.9314444444444444,18.336530399974436,0.8912
53,0.04686047402353436,0.1988612387948566,0.9322,18.5195279000327,0.8964
54,0.04529458433407431,0.18315318965911864,0.9376444444444444,18.671722600003704,0.886
55,0.04373333832178482,0.17549225954479641,0.9396888888888889,18.5427125999704,0.884
56,0.04217827674798848,0.17281903872225018,0.9402888888888888,18.304071399965324,0.8896
57,0.04063093427071379,0.16021442341274686,0.9445333333333333,18.51889409997966,0.8668
58,0.03909283793017291,0.1648369714220365,0.9431555555555555,18.346633499953896,0.8996
59,0.03756550564175728,0.14613179064326817,0.9507555555555556,18.40714229992591,0.8568
60,0.036050444698038565,0.14770966696209378,0.9497111111111111,18.406705699977465,0.8844
61,0.03454915028125267,0.14331251853836907,0.9512444444444444,18.5139089000877,0.895
62,0.03306310398773545,0.13028445948494805,0.9559333333333333,18.29178949992638,0.8934
63,0.03159377236576614,0.13490032896200815,0.9538666666666666,18.47544209996704,0.9062
64,0.030142605468260985,0.11738772568570242,0.9595777777777778,18.20222009997815,0.8968
65,0.028711035421746387,0.11218374793264602,0.9616,18.286896899924614,0.9076
66,0.02730047501302268,0.1038350391652849,0.9652666666666667,18.45636559999548,0.9144
67,0.025912316294914247,0.1006402670648363,0.9652222222222222,18.67335549998097,0.9008
68,0.024547929212481452,0.09862630443572998,0.9663333333333334,18.55167449999135,0.9188
69,0.023208660251050173,0.0852889033847385,0.9708888888888889,18.79205130005721,0.9212
70,0.02189583110739348,0.07989117521709865,0.9721555555555556,18.336944399983622,0.9092
71,0.020610737385376363,0.07677468641400337,0.9741555555555556,18.669502899982035,0.917
72,0.019354647317351183,0.06352095762424999,0.9787111111111111,18.325618000002578,0.921
73,0.018128800512565525,0.05605353518856896,0.9818222222222223,18.18674569996074,0.911
74,0.016934406733817426,0.054067976707882354,0.9826,18.284212599974126,0.9256
75,0.015772644703565576,0.045543923932976196,0.9856444444444444,18.242131699924357,0.9208
76,0.014644660940672639,0.03873778752254115,0.9873555555555555,18.284637499949895,0.9294
77,0.013551568628929445,0.034405516436364914,0.9893111111111111,18.44849140010774,0.927
78,0.012494446518477037,0.031964448387755286,0.9892444444444445,18.41979439998977,0.9224
79,0.011474337861210554,0.02457525499926673,0.9923333333333333,18.64015059999656,0.9382
80,0.01049224938121549,0.018666763090425066,0.9944666666666667,18.45166729995981,0.938
81,0.009549150281252642,0.016076963350673518,0.9954666666666667,19.22893050010316,0.9432
82,0.008645971286271927,0.01191739903555976,0.9968,18.41883219999727,0.937
83,0.007783603724899264,0.009591395680606365,0.9976888888888888,18.247086399933323,0.9416
84,0.006962898649802819,0.008979328348860144,0.9975333333333334,18.45079979998991,0.9454
85,0.0061846659978068265,0.006244492679089308,0.9990444444444444,18.46781960001681,0.9468
86,0.005449673790581615,0.005426502076619201,0.9989111111111111,18.217639600043185,0.9482
87,0.004758647376699036,0.004425437225246181,0.9991555555555556,18.349429999943823,0.9478
88,0.004112268715800957,0.003800289996402959,0.9995111111111111,18.288164800032973,0.9484
89,0.003511175705587435,0.003397607337134994,0.9996222222222222,18.035700399894267,0.9486
90,0.0029559615522887295,0.0032671670196784868,0.9996222222222222,18.397320699994452,0.9492
91,0.0024471741852423253,0.0029022984423571164,0.9997333333333334,18.42192370002158,0.9502
92,0.0019853157161528537,0.002671588025987148,0.9997555555555555,18.421097700018436,0.9506
93,0.0015708419435684529,0.0025203407736288175,0.9998,18.45961489994079,0.9506
94,0.0012041619030626347,0.0028296971876588133,0.9996444444444444,18.737186999991536,0.9496
95,0.0008856374635655646,0.002728158426367574,0.9996444444444444,18.228693300043233,0.9508
96,0.0006155829702431174,0.0024213958052297434,0.9997777777777778,18.4444300000323,0.951
97,0.00039426493427611206,0.002400302630662918,0.9998444444444444,18.60586420004256,0.9502
98,0.00022190176984600036,0.0025607330242585803,0.9997333333333334,18.272467399947345,0.9502
99,9.866357858642213e-05,0.002502988571673632,0.9997333333333334,18.31935660005547,0.9504
100,2.4671981713420017e-05,0.002317832411598,0.9998222222222222,18.12164530006703,0.9516
