checkpoint,attack,accuracy,epsilon,step_size,seconds
epoch09.pt,pgd20_r1_8_255,0.4448,0.03137254901960784,0.00784313725490196,62.38540000002831
epoch09.pt,pgd50_r1_8_255,0.4407,0.03137254901960784,0.00784313725490196,142.08491640002467
epoch09.pt,pgd20_r5_8_255,0.4418,0.03137254901960784,0.00784313725490196,281.3513728999533
