epoch,batch,global_step,lr,window_samples,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,detector_baseline,detector_score,detector_threshold,detector_pgd10_acc,detector_seconds,observer_pgd10_acc,observer_pgd10_seconds,intervention_triggered
1,20,20,0.0007196969696969698,2560,3.187693786621094,0.0,0.01279918048530817,0.4990891918540001,0.41171875,0.8443573772907257,0.6011343866586685,0.03137257695198059,0.24421700984239578,0.8843862444162369,nan,nan,0.16632988750934596,nan,0.0,nan,0.0,0
1,40,40,0.0014772727272727272,2560,2.9720382690429688,0.0,0.015954456850886346,0.4999486401677132,0.44765625,0.7230321615934372,0.6001949518918991,0.03137257695198059,0.23760294318199157,0.8822795301675797,nan,nan,0.16632988750934596,nan,0.0,nan,0.0,0
1,60,60,0.002234848484848485,2560,2.758502197265625,0.00078125,0.03212730847299099,0.5043483942747116,0.283984375,0.538719454407692,0.6002055019140243,0.03137257695198059,0.23129450157284737,0.8801351696252823,nan,nan,0.16632988750934596,nan,0.0,nan,0.0,0
1,80,80,0.0029924242424242426,2560,2.552556800842285,0.003515625,0.07438988368958235,0.5148402094841004,0.29296875,0.37161911725997926,0.6007145136594773,0.03137257695198059,0.2282387539744377,0.8791438281536103,0.015954456850886346,-0.05843542683869601,0.16632988750934596,nan,0.0,nan,0.0,0
1,100,100,0.00375,2560,2.4125434875488283,0.065625,0.1727186631411314,0.5388122707605362,0.217578125,0.2628514237701893,0.60092813372612,0.03137257695198059,0.2224936880171299,0.8769104152917861,0.024040882661938667,-0.14867778047919275,0.16632988750934596,nan,0.0,0.0234375,0.37858990000677295,0
1,120,120,0.004507575757575758,2560,2.3350765228271486,0.089453125,0.33954417556524275,0.5803040951490402,0.1890625,0.20224527418613433,0.6014269649982452,0.03137257695198059,0.1975235141813755,0.8651302486658097,0.03212730847299099,-0.30741686709225174,0.16632988750934596,nan,0.0,nan,0.0,0
1,140,140,0.005265151515151515,2560,2.254184031486511,0.12890625,0.4970881924033165,0.6217848658561707,0.17421875,0.16660273522138597,0.6019114315509796,0.03137257695198059,0.16408708244562148,0.8442695021629334,0.07438988368958235,-0.42269830871373415,0.16632988750934596,nan,0.0,nan,0.0,0
1,160,160,0.006022727272727273,2560,2.252765727043152,0.156640625,0.6037793219089508,0.6545660883188248,0.155078125,0.14760041534900664,0.6030032008886337,0.03137257695198059,0.1405987411737442,0.8265090942382812,0.1727186631411314,-0.4310606587678194,0.16632988750934596,nan,0.0,nan,0.0,0
1,180,180,0.0067803030303030315,2560,2.2354804039001466,0.186328125,0.6917434841394424,0.6848299860954284,0.141015625,0.14791673347353934,0.6041504085063935,0.03137257695198059,0.12167258374392986,0.8079416692256928,0.33954417556524275,-0.3521993085741997,0.16632988750934596,nan,0.0,nan,0.0,0
1,200,200,0.007537878787878788,2560,2.229202914237976,0.1703125,0.7288815200328826,0.7010739862918853,0.184765625,0.14450487196445466,0.6028995662927628,0.03137257695198059,0.11471000798046589,0.7993458211421967,0.4970881924033165,-0.23179332762956617,0.16632988750934596,nan,0.0,0.140625,0.3738383000018075,0
1,220,220,0.008295454545454547,2560,2.2058098196983336,0.163671875,0.7636180013418198,0.7214571833610535,0.1703125,0.14827111810445787,0.6036372095346451,0.03137257695198059,0.10917059294879436,0.7930242568254471,0.6037793219089508,-0.159838679432869,0.16632988750934596,nan,0.0,nan,0.0,0
1,240,240,0.009053030303030304,2560,2.208080840110779,0.18046875,0.7986825853586197,0.738354766368866,0.1703125,0.143849990144372,0.6041417598724366,0.03137257695198059,0.10149763748049737,0.7827522873878479,0.6917434841394424,-0.10693910121917727,0.16632988750934596,nan,0.0,nan,0.0,0
1,260,260,0.009810606060606061,2560,2.1541521549224854,0.187890625,0.816098690032959,0.7500240504741669,0.162109375,0.15414415374398233,0.6034916132688523,0.03137257695198059,0.09595404677093029,0.7753220856189728,0.7288815200328826,-0.08721717000007634,0.16632988750934596,nan,0.0,nan,0.0,0
1,280,280,0.010568181818181819,2560,2.1688780546188355,0.1828125,0.8367819100618362,0.7655611872673035,0.18125,0.1571652226150036,0.604300320148468,0.03137257695198059,0.09302937388420104,0.7711750835180282,0.7636180013418198,-0.07316390872001644,0.16632988750934596,nan,0.0,nan,0.0,0
1,300,300,0.011325757575757576,2560,2.1686561822891237,0.183203125,0.8514789789915085,0.774399071931839,0.138671875,0.1521721176803112,0.6048926204442978,0.03137257695198059,0.08647440634667873,0.7637522906064987,0.7986825853586197,-0.052796393632888794,0.16632988750934596,nan,0.0,0.234375,0.37415770000370685,0
1,320,320,0.012083333333333335,2560,2.1379595398902893,0.20859375,0.8547976732254028,0.7754042446613312,0.149609375,0.161609760671854,0.603957262635231,0.03137257695198059,0.08339372389018536,0.7566029995679855,0.816098690032959,-0.0386989831924438,0.16632988750934596,nan,0.0,nan,0.0,0
1,340,340,0.012840909090909092,2560,2.1043141365051268,0.208984375,0.8665246069431305,0.7869721949100494,0.174609375,0.16987669467926025,0.6050855159759522,0.03137257695198059,0.08071396052837372,0.7548388719558716,0.8367819100618362,-0.029742696881294273,0.16632988750934596,nan,0.0,nan,0.0,0
1,352,352,0.013295454545454548,1480,2.1110213202399177,0.2081081085108422,0.875251470385371,0.7920740272547747,0.1662162162162162,0.17109858740020442,0.6031459147865708,0.03137257695198059,0.07815044747816549,0.7506114022151844,0.8514789789915085,-0.023772491393862505,0.16632988750934596,nan,0.0,nan,0.0,0
2,20,372,0.014053030303030303,2560,2.12924063205719,0.21796875,0.873044154047966,0.7947573602199555,0.15859375,0.17685231193900108,0.6042020320892334,0.03137257695198059,0.0781480085104704,0.753940811753273,0.8547976732254028,-0.018246480822563194,0.16632988750934596,nan,0.0,nan,0.0,0
