epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
1,fastadvplus,2.1860622491200763,0.1742888888941871,0.0,0.35,0.21484375,37.09333560000232,6.053292899989174,9.469776900004945,11.363627099999576,0.0,0.019943181818181818,0,0,0,0,0
2,fastadvplus,1.944095370864868,0.2643777777910232,0.0,0.3926,0.22734375,37.124411900003906,6.4403681000258075,8.486400699999649,11.368680900006439,0.02,0.039943181818181815,0,0,0,0,0
3,fastadvplus,1.8538149899588692,0.29431111113760205,0.0,0.4724,0.27734375,36.80965860000288,6.0734610999934375,9.189042199999676,11.787801500002388,0.04,0.05994318181818181,0,0,0,0,0
4,fastadvplus,1.7632156379275852,0.32924444444444445,0.0,0.5312,0.28984375,36.85684640001273,6.415858899970772,8.49985610001022,12.00347630000033,0.06,0.07994318181818182,0,0,0,0,0
5,fastadvplus,1.682932940949334,0.35615555555820466,0.0,0.5258,0.309375,37.159654800008866,6.463228700013133,8.25788369998918,11.382253400006448,0.08,0.0999431818181818,0,0,0,0,0
6,fastadvplus,1.6330352908452352,0.379355555539661,0.0,0.6136,0.3390625,43.12162299999909,6.040426199993817,8.270827100001043,11.362193499997375,0.09999999999999999,0.11994318181818181,1,1,20,20,0
7,fastadvplus,1.604630818324619,0.3874888888994853,0.0,0.5874,0.3375,50.2759725000069,6.425776299991412,9.141468499990879,11.49042339999869,0.12,0.13994318181818183,2,3,40,60,0
8,fastadvplus,1.5659713352203368,0.4043555555820465,0.0,0.588,0.31484375,43.496174900006736,6.088923000002978,8.66594960000657,11.576782200005255,0.13999999999999999,0.15994318181818182,1,4,20,80,0
9,fastadvplus,1.5580896050983004,0.4073111111005147,0.0,0.638,0.334375,49.63501169999654,6.414359200003673,8.377755800000159,11.291019800002687,0.16,0.17994318181818184,2,6,40,120,0
10,fastadvplus,1.5580639546076456,0.40895555555025737,0.0,0.589,0.31328125,56.477537600003416,6.443187700031558,8.462179300011485,11.95038320000458,0.18,0.19994318181818183,4,10,60,180,20
11,fastadvplus,1.569694734679328,0.40513333333333335,0.0,0.6002,0.33515625,62.26881010000943,6.038157099988894,8.451692699993146,11.98205209999287,0.19999999999999998,0.21994318181818182,3,13,80,260,0
12,fastadvplus,1.5811874146355522,0.40066666666136846,0.0,0.6048,0.30078125,69.26062270000693,6.427205699976184,9.507344500001636,11.35143509999034,0.21999999999999997,0.2399431818181818,5,18,100,360,0
13,fastadvplus,1.5888572620815702,0.3976666666560703,0.0,0.5858,0.37265625,74.42969330000051,6.0552016999718035,8.641912699997192,11.97136509999109,0.24,0.2599431818181818,6,24,116,476,4
14,fastadvplus,1.5823324129952325,0.40277777779367235,0.0,0.5926,0.31875,63.81898550000915,6.412616600035108,8.739874599996256,11.787383199989563,0.26,0.2799431818181818,4,28,84,560,0
15,fastadvplus,1.591628664694892,0.3949333333492279,0.0,0.6272,0.3375,69.05248149999534,6.43700419999368,8.474917300001835,11.591711100001703,0.27999999999999997,0.2999431818181818,5,33,100,660,0
16,fastadvplus,1.5856594740973577,0.4002444444285499,0.0,0.6082,0.3671875,69.02782670001034,6.061873399987235,9.655095599999186,12.547045800005435,0.3,0.2800568181818182,5,38,100,760,0
17,fastadvplus,1.5397990061442057,0.4122222222381168,0.0,0.649,0.35078125,43.65043870000227,6.417954800039297,8.529469000000972,11.528425500000594,0.27999999999999997,0.2600568181818182,1,39,20,780,0
18,fastadvplus,1.523921616024441,0.4206666666931576,0.0,0.655,0.37109375,49.81124080000154,6.0876310000312515,8.096081800002139,11.73786010000913,0.26,0.2400568181818182,2,41,40,820,0
19,fastadvplus,1.5189586096869574,0.42595555557145015,0.0,0.6148,0.39296875,58.27454449998913,6.4065944000467425,8.485929799993755,11.595221499999752,0.24,0.22005681818181821,4,45,68,888,12
20,fastadvplus,1.4815940859264798,0.43580000002649094,0.0,0.7016,0.390625,47.308492199998,6.391594400018221,8.83193780000147,12.021137999996427,0.22,0.20005681818181814,1,46,32,920,0
21,fastadvplus,1.4418574705547758,0.4478222222381168,0.0,0.6618,0.415625,40.627867400005925,6.075731499964604,8.856758200010518,11.554365500007407,0.2,0.18005681818181815,1,47,12,932,8
22,fastadvplus,1.456629045507643,0.44893333335982427,0.0,0.7102,0.3859375,66.0271633999946,6.39085300003353,8.994935799986706,11.515348000000813,0.18000000000000002,0.16005681818181816,4,51,88,1020,0
23,fastadvplus,1.4006189226998222,0.46528888886769615,0.0,0.6874,0.365625,49.485052100004395,6.04659339999489,9.464714800007641,11.761584200008656,0.16000000000000003,0.14005681818181817,2,53,40,1060,0
24,fastadvplus,1.378030114364624,0.4735777777671814,0.0,0.715,0.40390625,56.837392100002035,6.4439574999851175,9.949093200004427,11.334510999993654,0.13999999999999996,0.12005681818181817,3,56,60,1120,0
25,fastadvplus,1.3489910309261746,0.48286666666136846,0.0,0.7278,0.39453125,56.04601839999668,6.450385199976154,8.248218200009433,12.361337999987882,0.11999999999999997,0.10005681818181818,3,59,60,1180,0
26,fastadvplus,1.3012817915598551,0.5038222222222222,0.0,0.7112,0.3953125,53.65272129999357,6.058172299963189,9.323073999999906,12.362055599995074,0.09999999999999998,0.08005681818181817,3,62,52,1232,8
27,fastadvplus,1.2533476643456354,0.5173333333121406,0.0,0.7572,0.4359375,53.14515540000866,6.392787699965993,8.192002299998421,11.317668300005607,0.07999999999999997,0.06005681818181818,2,64,48,1280,0
28,fastadvplus,1.1614181820551555,0.5506222222116258,0.0,0.7748,0.44296875,36.531712199997855,6.091765499964822,8.698202999992645,11.367846799999825,0.059999999999999984,0.040056818181818186,0,64,0,1280,0
29,fastadvplus,1.088501455116272,0.5744666666984558,0.0,0.7966,0.45,37.18515199999092,6.4296703999862075,8.600963600008981,11.991806699996232,0.03999999999999999,0.020056818181818193,0,64,0,1280,0
