checkpoint,architecture,attack,accuracy,epsilon,step_size,seconds
best_robust.pt,preact_resnet18,pgd20_r1_8_255,0.5098,0.03137254901960784,0.00784313725490196,62.022516799974255
best_robust.pt,preact_resnet18,pgd50_r1_8_255,0.5077,0.03137254901960784,0.00784313725490196,141.57535419997294
best_robust.pt,preact_resnet18,pgd20_r5_8_255,0.5084,0.03137254901960784,0.00784313725490196,280.0440899000969
