epoch,train_adv_loss,train_adv_acc,epoch_seconds,lr_start,lr_end,val_clean_acc,val_pgd10_acc,monitor_batches
28,1.446049035920037,0.45311111111111113,142.97662589990068,0.1,0.1,0.7102,0.43125,10
29,1.4363800764507717,0.45624444444444445,143.41442629997618,0.1,0.1,0.6896,0.425,10
30,1.4342918280071681,0.45493333333333336,143.686081099906,0.1,0.1,0.6816,0.45625,10
31,1.4289453801896836,0.45768888888888887,143.034517699969,0.1,0.1,0.7074,0.43515625,10
32,1.4295197361840142,0.4557333333333333,143.79483700008132,0.1,0.1,0.6984,0.43828125,10
33,1.4264940955268013,0.45982222222222224,143.28738790005445,0.1,0.1,0.6768,0.434375,10
34,1.4169114231109619,0.46024444444444446,143.1873770999955,0.1,0.1,0.7208,0.44296875,10
35,1.4177186530219184,0.46213333333333334,143.19226360006724,0.1,0.1,0.701,0.44140625,10
36,1.418992854944865,0.4612222222222222,143.1881708999863,0.1,0.1,0.718,0.4453125,10
37,1.412989094628228,0.4624666666666667,143.06028159998823,0.1,0.1,0.707,0.446875,10
38,1.40555873175727,0.4650666666666667,143.12769079999998,0.1,0.1,0.7044,0.4265625,10
39,1.408587657822503,0.4658,142.98727899999358,0.1,0.1,0.7124,0.4484375,10
40,1.4065372761832344,0.4662222222222222,143.19277470000088,0.1,0.1,0.6988,0.4390625,10
41,1.4027408793767293,0.4664888888888889,143.2253347999649,0.1,0.1,0.712,0.45078125,10
42,1.399095458263821,0.4663777777777778,142.90961790003348,0.1,0.1,0.7098,0.46171875,10
43,1.3982866320504082,0.46802222222222223,143.66626109997742,0.1,0.1,0.6978,0.446875,10
44,1.4020473182042439,0.46842222222222224,142.94755689997692,0.1,0.1,0.7268,0.453125,10
45,1.3969533986621432,0.4703777777777778,143.2247886999976,0.1,0.1,0.7164,0.4453125,10
46,1.3936247222264608,0.47024444444444446,142.9194171000272,0.1,0.1,0.7322,0.45703125,10
47,1.393691237979465,0.4719333333333333,143.0398846999742,0.1,0.1,0.715,0.44765625,10
48,1.388669308620029,0.4695111111111111,143.2114780000411,0.1,0.1,0.7304,0.4390625,10
49,1.3924506033791435,0.47113333333333335,143.05826999992132,0.1,0.1,0.724,0.4359375,10
50,1.3904562102423774,0.47242222222222224,143.30285900004674,0.1,0.1,0.714,0.44765625,10
51,1.3867315727445815,0.47257777777777776,142.90595669997856,0.1,0.1,0.7318,0.44453125,10
52,1.387837437523736,0.47202222222222223,143.2252897999715,0.1,0.1,0.7122,0.4546875,10
53,1.3826030569712322,0.4726222222222222,142.89906149997842,0.1,0.1,0.744,0.45703125,10
54,1.3788410826789008,0.47655555555555557,143.13497620006092,0.1,0.1,0.7264,0.43359375,10
55,1.3814186828189425,0.47428888888888887,143.28877739992458,0.1,0.1,0.7184,0.44375,10
56,1.3788912267684936,0.4766222222222222,143.07990370003972,0.1,0.1,0.718,0.446875,10
57,1.3778899509853786,0.47428888888888887,143.1841891000513,0.1,0.1,0.707,0.45703125,10
58,1.376708118417528,0.47386666666666666,143.17661660001613,0.1,0.1,0.7338,0.44921875,10
59,1.3778323922899034,0.4772,143.2723448999459,0.1,0.1,0.7316,0.4625,10
60,1.3790964483473036,0.47484444444444446,143.0187760000117,0.1,0.1,0.724,0.4296875,10
61,1.3718725574917263,0.47835555555555553,143.66311540000606,0.1,0.1,0.719,0.45078125,10
62,1.373256320169237,0.47675555555555554,143.47324339998886,0.1,0.1,0.7238,0.46484375,10
63,1.374019555070665,0.47824444444444447,143.43711409997195,0.1,0.1,0.7502,0.459375,10
64,1.3723703980763753,0.4768,143.02174599992577,0.1,0.1,0.74,0.45546875,10
65,1.3697857435862224,0.47906666666666664,143.05528430000413,0.1,0.1,0.747,0.44375,10
66,1.3703240027533636,0.47833333333333333,143.1811810999643,0.1,0.1,0.722,0.44765625,10
67,1.3675178988138834,0.47684444444444446,143.06297899992205,0.1,0.1,0.7312,0.440625,10
68,1.3652950649473403,0.47915555555555556,143.26232500001788,0.1,0.1,0.7156,0.45703125,10
69,1.366019982761807,0.47773333333333334,142.9485956999706,0.1,0.1,0.7204,0.44375,10
70,1.3679878611034817,0.4789777777777778,145.9195482999785,0.1,0.1,0.7266,0.428125,10
71,1.3662694516075982,0.4782,142.84034610004164,0.1,0.1,0.7348,0.478125,10
72,1.3615467241075303,0.4815333333333333,143.11028759996407,0.1,0.1,0.737,0.45,10
73,1.367367335425483,0.47944444444444445,142.7691381999757,0.1,0.1,0.742,0.46796875,10
74,1.36135335460239,0.48217777777777776,142.92439280007966,0.1,0.1,0.743,0.45,10
75,1.3598865751054552,0.4796666666666667,142.52958940004464,0.1,0.1,0.7168,0.4625,10
76,1.3611629217147827,0.4834888888888889,142.93209929997101,0.1,0.1,0.73,0.44140625,10
77,1.3575113313039144,0.4828,142.57957840000745,0.1,0.1,0.7328,0.4578125,10
78,1.3637107355329725,0.4764,142.57021580007859,0.1,0.1,0.7434,0.446875,10
79,1.3589945732540554,0.4819111111111111,142.47678139992058,0.1,0.1,0.7384,0.4515625,10
80,1.3585129818810358,0.4799777777777778,142.93515040003695,0.1,0.1,0.7338,0.47734375,10
81,1.3603818112903172,0.4798,142.57284649997018,0.1,0.1,0.7524,0.4671875,10
82,1.3582379126654731,0.48213333333333336,142.55063179996796,0.1,0.1,0.7432,0.42734375,10
83,1.3605976066801284,0.4819111111111111,142.82824729999993,0.1,0.1,0.7402,0.4640625,10
84,1.3578228089438544,0.48246666666666665,142.6057138000615,0.1,0.1,0.7402,0.44453125,10
85,1.3589842363357545,0.4808222222222222,142.7296485999832,0.1,0.1,0.7296,0.4734375,10
86,1.3563263787587483,0.48244444444444445,142.65845240000635,0.1,0.1,0.751,0.44453125,10
87,1.3509843642552695,0.4861111111111111,142.8030436000554,0.1,0.1,0.737,0.46328125,10
88,1.3552590187072755,0.4845111111111111,142.52611360000446,0.1,0.1,0.7332,0.46953125,10
89,1.3562148156907823,0.4825333333333333,142.48573429998942,0.1,0.1,0.7336,0.43984375,10
90,1.3520928847630818,0.4836666666666667,142.9770308000734,0.1,0.1,0.7376,0.459375,10
91,1.3532679709116617,0.48262222222222223,142.5595900999615,0.1,0.1,0.6966,0.46015625,10
92,1.351943951013353,0.4822444444444444,142.76653659995645,0.1,0.1,0.7456,0.4625,10
93,1.3546373243755765,0.4829333333333333,142.65319660003297,0.1,0.1,0.7366,0.46171875,10
94,1.3528912437650893,0.48384444444444447,142.54531870002393,0.1,0.1,0.7344,0.45234375,10
95,1.3497208809958563,0.48593333333333333,142.62184409995098,0.1,0.1,0.7332,0.46953125,10
96,1.3525783532460531,0.48344444444444445,142.7315372999292,0.1,0.1,0.7506,0.46640625,10
97,1.3488539507336086,0.48317777777777776,142.68218040000647,0.1,0.1,0.7344,0.45703125,10
98,1.353265674802992,0.48086666666666666,142.59242230001837,0.1,0.1,0.7418,0.4703125,10
99,1.3487957461251152,0.48635555555555554,143.27090309991036,0.1,0.1,0.7202,0.45859375,10
100,1.1499917188644408,0.5569777777777778,142.84980330010876,0.010000000000000002,0.010000000000000002,0.8004,0.51328125,10
101,1.0785028814633688,0.578,142.58373840001877,0.010000000000000002,0.010000000000000002,0.791,0.528125,10
102,1.0524809010823568,0.5867333333333333,142.698193200049,0.010000000000000002,0.010000000000000002,0.8108,0.50703125,10
103,1.0294445582707723,0.5932666666666667,143.21428349998314,0.010000000000000002,0.010000000000000002,0.8052,0.52890625,10
104,1.0117358638127645,0.5989111111111111,142.8297364000464,0.010000000000000002,0.010000000000000002,0.8182,0.503125,10
105,0.9614027743763394,0.6186222222222222,142.59166460006963,0.001,0.001,0.8194,0.528125,10
106,0.9472963031344943,0.6236222222222222,142.88993059995119,0.001,0.001,0.8132,0.5125,10
107,0.9411072814623515,0.6239555555555556,142.65963710006326,0.001,0.001,0.8198,0.521875,10
108,0.936715963098738,0.6268444444444444,142.81650109996554,0.001,0.001,0.8152,0.5140625,10
109,0.9336777192433675,0.6258222222222222,142.8122075999854,0.001,0.001,0.8168,0.53203125,10
110,0.9262840042432149,0.6280222222222223,143.01457570004277,0.001,0.001,0.817,0.5203125,10
