checkpoint,architecture,attack,accuracy,epsilon,step_size,seconds
best_robust.pt,preact_resnet18,pgd20_r1_8_255,0.4649,0.03137254901960784,0.00784313725490196,62.07543730002362
best_robust.pt,preact_resnet18,pgd50_r1_8_255,0.4624,0.03137254901960784,0.00784313725490196,141.4976226000581
best_robust.pt,preact_resnet18,pgd20_r5_8_255,0.4636,0.03137254901960784,0.00784313725490196,280.05698819993995
