epoch,batch,global_step,lr,window_samples,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,label_pgd10_acc,label_pgd10_seconds,label_seed,label_batches
1,220,220,0.008295454545454547,2560,2.0870696544647216,0.214453125,0.8827161401510238,0.806397768855095,0.185546875,0.17527207285165786,0.601754653453827,0.03137257695198059,0.09115877971053124,0.7640307515859603,0.15625,7.97746839991305,17000220,1
1,240,240,0.009053030303030304,2560,2.0848257541656494,0.21171875,0.888866725564003,0.8137710809707641,0.1890625,0.17463264092803002,0.6006691157817841,0.03137257695198059,0.08546782732009887,0.7591170847415925,0.15625,8.001157799968496,17000240,1
1,260,260,0.009810606060606061,2560,2.0582897663116455,0.223828125,0.8892262578010559,0.8204639583826066,0.20625,0.1900264821946621,0.6025867700576782,0.03137257695198059,0.0888515755534172,0.7669424146413804,0.234375,7.966940799960867,17000260,1
1,280,280,0.010568181818181819,2560,2.0454259872436524,0.228125,0.8957703202962876,0.8275158137083054,0.20390625,0.1954528033733368,0.6024568170309067,0.03137257695198059,0.08608274273574353,0.767050489783287,0.1875,8.266903799958527,17000280,1
1,300,300,0.011325757575757576,2560,2.010952091217041,0.251953125,0.8965660870075226,0.8322565883398056,0.175390625,0.20748929530382157,0.6025018274784089,0.03137257695198059,0.08474124036729336,0.76222223341465,0.1875,8.23221329995431,17000300,1
1,320,320,0.012083333333333335,2560,1.9998954772949218,0.241796875,0.8998770087957382,0.8351626247167587,0.187109375,0.20638512223958969,0.6032055109739304,0.03137257695198059,0.08166866786777974,0.7599265336990356,0.1875,8.69448960002046,17000320,1
1,340,340,0.012840909090909092,2560,2.020970916748047,0.24453125,0.8996884852647782,0.8339246273040771,0.20859375,0.21407243385910987,0.6057518154382706,0.03137257695198059,0.08104987293481827,0.7596789240837097,0.265625,7.595523099997081,17000340,1
1,352,352,0.013295454545454548,1480,1.9794964713019294,0.25472972972972974,0.8988338064503025,0.8331934616372392,0.19594594570430549,0.21280467043051848,0.6080256420212823,0.03137257695198059,0.0772851325772904,0.7569917991354659,0.2421875,7.716597600025125,17000352,1
2,20,372,0.014053030303030303,2560,1.9866917133331299,0.24375,0.9096988171339035,0.8425725430250168,0.1984375,0.2125357650220394,0.6038009852170945,0.03137257695198059,0.07862579673528672,0.7575260490179062,0.21875,8.04430210008286,17000372,1
2,40,392,0.01481060606060606,2560,1.9894835472106933,0.24296875,0.9144046634435654,0.8471000909805297,0.19140625,0.23074171915650368,0.6024554133415222,0.03137257695198059,0.07814216576516628,0.7574272006750107,0.1875,7.814846499939449,17000392,1
2,60,412,0.015568181818181818,2560,1.9817094802856445,0.2421875,0.9129345029592514,0.8488006740808487,0.203515625,0.23204268217086793,0.6022725641727448,0.03137257695198059,0.07733196765184402,0.7585187971591949,0.21875,7.679502599989064,17000412,1
2,80,432,0.016325757575757577,2560,1.989035701751709,0.239453125,0.9053371131420136,0.8457063227891922,0.2140625,0.2420485161244869,0.6045467585325242,0.03137257695198059,0.07931810095906258,0.7631983518600464,0.2109375,7.772592399967834,17000432,1
2,100,452,0.017083333333333336,2560,1.975287091732025,0.244921875,0.9080477684736252,0.8491331934928894,0.213671875,0.2398095466196537,0.6048477381467819,0.03137257695198059,0.07780616581439972,0.7595222413539886,0.21875,7.597824500058778,17000452,1
2,120,472,0.01784090909090909,2560,1.927640151977539,0.262109375,0.9071158319711685,0.8486894190311431,0.206640625,0.24500372037291526,0.6046856075525284,0.03137257695198059,0.0778986606746912,0.7614252775907516,0.234375,7.52727620000951,17000472,1
2,140,492,0.018598484848484847,2560,1.9731120109558105,0.25390625,0.9177255928516388,0.8534822016954422,0.20703125,0.24167987406253816,0.6027917444705964,0.03137257695198059,0.07612800784409046,0.7563086003065109,0.203125,7.626083299983293,17000492,1
2,160,512,0.01935606060606061,2560,1.9813617706298827,0.25390625,0.9134050726890564,0.8546798884868622,0.203515625,0.2415682293474674,0.6049104273319245,0.03137257695198059,0.0781230479478836,0.760384401679039,0.203125,7.63902469992172,17000512,1
2,180,532,0.020113636363636365,2560,1.9469238758087157,0.26171875,0.9206275194883347,0.8587747097015381,0.17734375,0.24285800382494926,0.6012682884931564,0.03137257695198059,0.07202950455248355,0.7523234128952027,0.1953125,7.818457300076261,17000532,1
2,200,552,0.020871212121212124,2560,1.9221343338489532,0.265234375,0.9191723346710206,0.8579436153173446,0.210546875,0.24814968705177307,0.6038613826036453,0.03137257695198059,0.07672973200678826,0.7570227026939392,0.2421875,7.621163500007242,17000552,1
2,220,572,0.02162878787878788,2560,1.9644896507263183,0.25625,0.9203592002391815,0.8569337397813797,0.208203125,0.25848389118909837,0.6054189234972001,0.03137257695198059,0.07188653461635112,0.7528433531522751,0.2421875,7.585099199903198,17000572,1
2,240,592,0.02238636363636364,2560,1.9442547798156737,0.255859375,0.9162335097789764,0.8551922023296357,0.187890625,0.24932864010334016,0.6036850154399872,0.03137257695198059,0.07188553251326084,0.7517110884189606,0.234375,7.694611800019629,17000592,1
2,260,612,0.023143939393939397,2560,1.8976368665695191,0.275,0.9162193983793259,0.856503701210022,0.205859375,0.261476906388998,0.6069318294525147,0.03137257695198059,0.07611675933003426,0.75943343937397,0.2265625,7.556932399980724,17000612,1
2,280,632,0.023901515151515153,2560,1.937318706512451,0.26875,0.9222452491521835,0.8636591821908951,0.200390625,0.2567868560552597,0.6022631615400315,0.03137257695198059,0.07997846007347106,0.7665551215410232,0.2421875,8.01165950007271,17000632,1
2,300,652,0.02465909090909091,2560,1.931107187271118,0.273046875,0.920992961525917,0.8617033809423447,0.196875,0.2586146526038647,0.6011669337749481,0.03137257695198059,0.07186428755521775,0.7526226609945297,0.2578125,7.584911799989641,17000652,1
2,320,672,0.025416666666666667,2560,1.9094313383102417,0.275,0.9188247948884964,0.8609076380729676,0.19609375,0.27043250724673273,0.6054805904626847,0.03137257695198059,0.07340014018118382,0.754840824007988,0.296875,7.736411600024439,17000672,1
2,340,692,0.026174242424242423,2560,1.9103190660476685,0.2734375,0.9222695589065552,0.8615553736686706,0.2125,0.26877265274524687,0.6033275812864304,0.03137257695198059,0.07072197198867798,0.7506276339292526,0.2421875,8.560458299936727,17000692,1
2,352,704,0.02662878787878788,1480,1.9006476724469983,0.2716216211383407,0.9241418261785765,0.8662329480454728,0.22702702767140157,0.2722023735175262,0.6019955847714399,0.03137257695198059,0.07645597147780496,0.7612945811168568,0.25,7.826465300051495,17000704,1
3,20,724,0.02738636363636364,2560,1.9323455333709716,0.27890625,0.9185231000185012,0.861367815732956,0.210546875,0.2670867323875427,0.6014749050140381,0.03137257695198059,0.07501445785164833,0.7606384485960007,0.234375,8.037584899924695,17000724,1
3,40,744,0.028143939393939395,2560,1.9081012964248658,0.262890625,0.9201954871416091,0.8654200434684753,0.21015625,0.28137733936309817,0.5999290645122528,0.03137257695198059,0.07819044962525368,0.7651741325855255,0.2109375,8.015746399993077,17000744,1
3,60,764,0.02890151515151515,2560,1.8975241422653197,0.276171875,0.9223079860210419,0.8636622309684754,0.198046875,0.27020775303244593,0.6061205744743348,0.03137257695198059,0.07787327133119107,0.7642085075378418,0.2421875,7.71070639998652,17000764,1
3,80,784,0.02965909090909091,2560,1.8851854801177979,0.290234375,0.9170714169740677,0.8613486140966415,0.20859375,0.2816751264035702,0.5999628931283951,0.03137257695198059,0.07906027175486088,0.7677286356687546,0.265625,8.493915500002913,17000784,1
3,100,804,0.030416666666666665,2560,1.8809495210647582,0.279296875,0.9206481158733368,0.8628491938114167,0.22421875,0.2861832767724991,0.6008986353874206,0.03137257695198059,0.07205142229795455,0.7552346855401992,0.234375,7.945309300092049,17000804,1
3,120,824,0.031174242424242427,2560,1.888519287109375,0.271484375,0.9160446047782898,0.8635579645633698,0.217578125,0.2860704503953457,0.6041846185922622,0.03137257695198059,0.07278720661997795,0.758001857995987,0.2578125,8.207476099953055,17000824,1
3,140,844,0.031931818181818186,2560,1.9290007829666138,0.2703125,0.9176645845174789,0.8619854182004929,0.203125,0.3023990884423256,0.6018720149993897,0.03137257695198059,0.06846838518977165,0.7503090083599091,0.2734375,7.834139399928972,17000844,1
3,160,864,0.03268939393939394,2560,1.9097554445266725,0.278515625,0.9166342854499817,0.867281237244606,0.2078125,0.2930619463324547,0.6028792232275009,0.03137257695198059,0.07350247390568257,0.7605669587850571,0.28125,7.776911200024188,17000864,1
3,180,884,0.0334469696969697,2560,1.862070918083191,0.305859375,0.9208477228879929,0.8665767848491669,0.22265625,0.29319891184568403,0.6026152521371841,0.03137257695198059,0.07500641159713269,0.7597116231918335,0.2265625,7.755087000085041,17000884,1
3,200,904,0.03420454545454545,2560,1.8750882148742676,0.28984375,0.9192303478717804,0.8628085017204284,0.20546875,0.2978915810585022,0.5988837122917176,0.03137257695198059,0.06949262451380492,0.75302494764328,0.2578125,7.760419300058857,17000904,1
3,220,924,0.034962121212121215,2560,1.8853487491607666,0.285546875,0.920003068447113,0.8624064356088639,0.216796875,0.2914897248148918,0.6021803736686706,0.03137257695198059,0.07353700660169124,0.7595786273479461,0.28125,7.939261500025168,17000924,1
3,240,944,0.03571969696969697,2560,1.8460236549377442,0.28671875,0.9153495609760285,0.8604583948850631,0.21484375,0.29400392025709154,0.5979980736970901,0.03137257695198059,0.06880248468369246,0.7550115436315536,0.28125,7.892035900033079,17000944,1
3,260,964,0.036477272727272726,2560,1.863997745513916,0.29140625,0.9132815778255463,0.8610840022563935,0.2234375,0.31968373656272886,0.5985728085041047,0.03137257695198059,0.07143573388457299,0.7584597438573837,0.265625,7.7258755000075325,17000964,1
3,280,984,0.03723484848484849,2560,1.8624125003814698,0.296875,0.9124034643173218,0.8582045435905457,0.22578125,0.31090208888053894,0.6019722193479538,0.03137257695198059,0.06550554800778627,0.7479793190956116,0.3046875,7.652677699923515,17000984,1
3,300,1004,0.037992424242424244,2560,1.8274074792861938,0.30625,0.9188323646783829,0.8629474818706513,0.201953125,0.2878838464617729,0.5980152308940887,0.03137257695198059,0.07007449492812157,0.756411823630333,0.2109375,7.677859500050545,17001004,1
3,320,1024,0.03875000000000001,2560,1.8295377373695374,0.295703125,0.9170801430940628,0.8635526269674301,0.228515625,0.3212417885661125,0.6023805141448975,0.03137257695198059,0.06637452412396669,0.7499936670064926,0.296875,7.738413700019009,17001024,1
3,340,1044,0.03950757575757576,2560,1.8166904687881469,0.325390625,0.9139920473098755,0.8598143428564071,0.216015625,0.32167071998119356,0.59952712059021,0.03137257695198059,0.06605192013084889,0.7508685201406479,0.28125,7.5367078999988735,17001044,1
3,352,1056,0.03996212121212121,1480,1.8063535516326492,0.3033783783783784,0.9123973836769929,0.8563239203917014,0.2425675677286612,0.3214251600407265,0.6055411325918661,0.031372576770750255,0.06547631379720327,0.750547723834579,0.2734375,7.6155761000700295,17001056,1
4,20,1076,0.040719696969696975,2560,1.797734946012497,0.31171875,0.9123451292514801,0.8570289820432663,0.223046875,0.3261663869023323,0.5989216059446335,0.03137257695198059,0.0630570562556386,0.7466017872095108,0.2578125,8.130284499959089,17001076,1
4,40,1096,0.04147727272727273,2560,1.8227281808853149,0.308203125,0.9126273542642593,0.8577940881252288,0.215234375,0.32360856533050536,0.6042422205209732,0.03137257695198059,0.06619633007794619,0.7512206852436065,0.28125,7.762588300043717,17001096,1
4,60,1116,0.042234848484848486,2560,1.7977985799312592,0.313671875,0.9107317149639129,0.8555345088243484,0.210546875,0.32546834647655487,0.5989024043083191,0.03137257695198059,0.06762972101569176,0.7525492310523987,0.296875,7.8287371000042185,17001116,1
4,80,1136,0.04299242424242425,2560,1.7780234456062316,0.31796875,0.9135922372341156,0.8538285791873932,0.2265625,0.3249352052807808,0.6000559717416764,0.03137257695198059,0.06256115864962339,0.7456839859485627,0.265625,7.711122199892998,17001136,1
4,100,1156,0.043750000000000004,2560,1.8095285415649414,0.31328125,0.9139529824256897,0.8591678768396378,0.226953125,0.3181289196014404,0.6000314325094223,0.03137257695198059,0.06563450582325459,0.7500224143266678,0.28125,7.65003710007295,17001156,1
4,120,1176,0.04450757575757576,2560,1.8095151424407958,0.30625,0.9081115096807479,0.8552152276039123,0.243359375,0.3424594566226006,0.5992215633392334,0.03137257695198059,0.06280218530446291,0.7469115704298019,0.2734375,7.694530099979602,17001176,1
4,140,1196,0.045265151515151515,2560,1.8102766752243042,0.309765625,0.9098411321640014,0.8539020717144012,0.235546875,0.31830603182315825,0.6015149563550949,0.03137257695198059,0.06310840658843517,0.7461865991353989,0.28125,7.741341199958697,17001196,1
4,160,1216,0.04602272727272727,2560,1.788871133327484,0.32734375,0.9082954943180084,0.8539027094841003,0.23046875,0.3274387061595917,0.5972427576780319,0.03137257695198059,0.06644566040486097,0.7536378622055053,0.25,7.787628599908203,17001216,1
4,180,1236,0.04678030303030303,2560,1.7725035190582275,0.31796875,0.908801543712616,0.856804171204567,0.2296875,0.33083010017871856,0.5988492578268051,0.03137257695198059,0.06586960293352603,0.7526490747928619,0.296875,7.95495609997306,17001236,1
4,200,1256,0.047537878787878796,2560,1.7240711092948913,0.344140625,0.9044568657875061,0.8511561274528503,0.23828125,0.34890567064285277,0.5959264308214187,0.03137257695198059,0.06627085767686366,0.7529469549655914,0.2890625,7.650356899946928,17001256,1
4,220,1276,0.04829545454545455,2560,1.8038748621940612,0.312109375,0.9039298862218856,0.8552691370248795,0.24375,0.34663600772619246,0.5990560114383697,0.03137257695198059,0.07116574384272098,0.7611461341381073,0.3515625,7.818167599965818,17001276,1
4,240,1296,0.04905303030303031,2560,1.7605164647102356,0.317578125,0.9046779841184616,0.8529321193695069,0.24609375,0.33076157569885256,0.602271044254303,0.03137257695198059,0.06736096013337374,0.7529030948877334,0.2578125,7.669338900013827,17001296,1
4,260,1316,0.04981060606060606,2560,1.794494390487671,0.31953125,0.8971880406141282,0.8522564083337784,0.24609375,0.3551310122013092,0.6008623957633972,0.03137257695198059,0.06833034548908472,0.7567921131849289,0.2578125,7.559102399973199,17001316,1
4,280,1336,0.050568181818181825,2560,1.776302707195282,0.3125,0.9078376710414886,0.8545635432004929,0.236328125,0.339973221719265,0.6046717494726181,0.03137257695198059,0.06376354862004519,0.7475085347890854,0.328125,7.791061399970204,17001336,1
4,300,1356,0.05132575757575758,2560,1.76718927025795,0.331640625,0.8981604009866715,0.8509193629026413,0.239453125,0.35905387103557584,0.5986922144889831,0.03137257695198059,0.06657887734472752,0.7549211382865906,0.296875,7.8843104999978095,17001356,1
4,320,1376,0.05208333333333334,2560,1.7538169026374817,0.328515625,0.8947259336709976,0.8490003198385239,0.235546875,0.34460518062114714,0.6012801080942154,0.03137257695198059,0.06657120808959008,0.755204239487648,0.2890625,7.824527099961415,17001376,1
4,340,1396,0.0528409090909091,2560,1.7779077291488647,0.330078125,0.903087654709816,0.8526353418827057,0.21796875,0.3536166429519653,0.599789696931839,0.03137257695198059,0.06250530928373337,0.7473223060369492,0.3125,7.778276099939831,17001396,1
4,352,1408,0.05329545454545455,1480,1.737608316137984,0.3175675678897548,0.8997929392634212,0.8495238349244402,0.2817567572400377,0.3488708784451356,0.6035704119785412,0.03137257695198059,0.06446755395547764,0.7504634857177734,0.2734375,7.714225400006399,17001408,1
5,20,1428,0.054053030303030304,2560,1.7666663527488708,0.3296875,0.8970005691051484,0.848259624838829,0.2359375,0.33488117456436156,0.5967454433441162,0.03137257695198059,0.06464076545089484,0.7503185153007508,0.296875,8.093658000114374,17001428,1
5,40,1448,0.05481060606060606,2560,1.7326044678688048,0.340625,0.8958346754312515,0.8483759760856628,0.24765625,0.3474274352192879,0.597069188952446,0.03137257695198059,0.06307602990418673,0.7482827365398407,0.265625,7.880871000001207,17001448,1
5,60,1468,0.05556818181818182,2560,1.7386642217636108,0.328125,0.8963559091091156,0.846454519033432,0.2484375,0.36758303493261335,0.5982414484024048,0.03137257695198059,0.06182125769555569,0.7452492922544479,0.3359375,7.913492000079714,17001468,1
5,80,1488,0.05632575757575758,2560,1.730167806148529,0.336328125,0.8955862998962403,0.8476725459098816,0.27265625,0.35903159230947496,0.5979658991098404,0.03137257695198059,0.06360934674739838,0.7513556987047195,0.3125,7.797054400085472,17001488,1
5,100,1508,0.05708333333333333,2560,1.7325311839580535,0.33828125,0.8976812988519669,0.8464808404445648,0.222265625,0.36600243747234346,0.5981851130723953,0.03137257695198059,0.06751424204558135,0.7555938810110092,0.34375,8.021652200026438,17001508,1
5,120,1528,0.05784090909090909,2560,1.7277272760868072,0.3453125,0.8946366965770721,0.8473466455936431,0.247265625,0.35548497140407564,0.5944311946630478,0.03137257695198059,0.06266864612698556,0.7489859521389007,0.328125,7.795842100051232,17001528,1
5,140,1548,0.058598484848484844,2560,1.7390169620513916,0.34765625,0.8929596841335297,0.8456524103879929,0.241796875,0.37401033788919447,0.5972812801599503,0.03137257695198059,0.06420659404248,0.7506554335355758,0.328125,7.83623879996594,17001548,1
5,160,1568,0.05935606060606061,2560,1.676750862598419,0.359765625,0.8898094564676284,0.8448960810899735,0.249609375,0.35827800035476687,0.5967698514461517,0.03137257695198059,0.06437033023685217,0.7502769768238068,0.34375,8.079554800060578,17001568,1
5,180,1588,0.06011363636363637,2560,1.6975230813026427,0.355078125,0.8911487817764282,0.8444051235914231,0.26484375,0.373447547852993,0.5975300073623657,0.03137257695198059,0.06541473548859358,0.751805454492569,0.34375,7.713282200042158,17001588,1
5,200,1608,0.06087121212121213,2560,1.6936001002788543,0.36640625,0.8898554146289825,0.8391136288642883,0.253515625,0.3644775554537773,0.5898586422204971,0.03137257695198059,0.0622226245701313,0.7473814308643341,0.3515625,7.814666999969631,17001608,1
5,220,1628,0.06162878787878789,2560,1.707909095287323,0.352734375,0.8913728028535843,0.8450922876596451,0.239453125,0.36698160618543624,0.5973041772842407,0.03137257695198059,0.06381828505545854,0.7493121802806855,0.2890625,7.5817402000539005,17001628,1
5,240,1648,0.06238636363636364,2560,1.6945372343063354,0.35390625,0.89118612408638,0.846081691980362,0.265234375,0.3794595435261726,0.6015668392181397,0.03137257695198059,0.05892035067081451,0.7419021159410477,0.2734375,7.820055200019851,17001648,1
5,260,1668,0.0631439393939394,2560,1.7121657848358154,0.35390625,0.8936929017305374,0.8473948389291763,0.23515625,0.37076895833015444,0.5950964778661728,0.03137257695198059,0.06603526454418898,0.7554719120264053,0.25,8.064226799993776,17001668,1
5,280,1688,0.06390151515151515,2560,1.7245885729789734,0.334375,0.888255774974823,0.8424254268407821,0.252734375,0.3651159152388573,0.599057537317276,0.03137257695198059,0.06333479303866625,0.7502795100212097,0.34375,7.986464100074954,17001688,1
5,300,1708,0.06465909090909092,2560,1.7261415898799897,0.341015625,0.8945581883192062,0.849381273984909,0.236328125,0.35960324853658676,0.5959658473730087,0.03137257695198059,0.06217747796326876,0.7482953041791915,0.3203125,7.739895999897271,17001708,1
5,320,1728,0.06541666666666666,2560,1.6706275820732117,0.35859375,0.8793792635202408,0.8392498165369033,0.248828125,0.37122161090373995,0.6020664364099503,0.03137257695198059,0.06277574207633733,0.749524274468422,0.40625,7.685243299929425,17001728,1
5,340,1748,0.06617424242424243,2560,1.6600228786468505,0.37109375,0.8825454562902451,0.841238933801651,0.241796875,0.3701631799340248,0.594850304722786,0.03137257695198059,0.06412546169012785,0.7527546405792236,0.3515625,7.597456399933435,17001748,1
5,352,1760,0.06662878787878788,1480,1.675805705946845,0.3405405413460087,0.8843188308380746,0.843254265591905,0.27229729713620365,0.3817324498215237,0.5987115798769771,0.03137257695198059,0.06430910108862696,0.7514609195090629,0.375,7.594190700096078,17001760,1
6,20,1780,0.06738636363636363,2560,1.663407164812088,0.366796875,0.8830750107765197,0.8400164514780044,0.24765625,0.37364640831947327,0.5955706536769867,0.03137257695198059,0.06209067814052105,0.7481629967689514,0.265625,8.209149800008163,17001780,1
6,40,1800,0.0681439393939394,2560,1.6850529789924622,0.365234375,0.8810815751552582,0.8405976802110672,0.252734375,0.3789308130741119,0.5974492579698563,0.03137257695198059,0.060622427612543106,0.7462557762861252,0.3203125,7.845800400013104,17001800,1
6,60,1820,0.06890151515151514,2560,1.6435047090053558,0.36796875,0.8837677806615829,0.8404477596282959,0.259375,0.3852323919534683,0.5980419397354126,0.03137257695198059,0.06162995379418135,0.7467980921268463,0.3203125,7.604115800000727,17001820,1
6,80,1840,0.0696590909090909,2560,1.6657873272895813,0.3703125,0.8811032950878144,0.8354189783334732,0.24375,0.3933547601103783,0.5977675318717957,0.03137257695198059,0.05993546154350042,0.7449015498161315,0.34375,7.9621043999213725,17001840,1
6,100,1860,0.07041666666666667,2560,1.6170483946800231,0.38046875,0.8777735948562622,0.8336403042078018,0.251171875,0.35975524932146075,0.5953567713499069,0.03137257695198059,0.05811812486499548,0.7409321814775467,0.34375,8.07573629997205,17001860,1
6,120,1880,0.07117424242424243,2560,1.6184674501419067,0.37890625,0.8771259993314743,0.8379996180534363,0.262890625,0.3938033565878868,0.5980873227119445,0.03137257695198059,0.061536101438105104,0.7459379225969315,0.34375,7.655518099898472,17001880,1
6,140,1900,0.0719318181818182,2560,1.6326937615871429,0.376953125,0.8831009149551392,0.8406560450792313,0.257421875,0.38276698291301725,0.5926204860210419,0.03137257695198059,0.0626382950693369,0.7493633300065994,0.28125,7.73987410007976,17001900,1
6,160,1920,0.07268939393939394,2560,1.6533207893371582,0.370703125,0.8785911738872528,0.8397008508443833,0.26171875,0.3884232223033905,0.5968213587999344,0.03137257695198059,0.06271068137139083,0.7490587443113327,0.3515625,7.625933500006795,17001920,1
6,180,1940,0.0734469696969697,2560,1.679396390914917,0.36328125,0.8835074305534363,0.8368841946125031,0.263671875,0.3839906707406044,0.5985754817724228,0.03137257695198059,0.06011225152760744,0.7446244478225708,0.3359375,7.60866710008122,17001940,1
6,200,1960,0.07420454545454545,2560,1.6140412747859956,0.385546875,0.8826525956392288,0.8388284236192703,0.25625,0.3809308990836143,0.5952406764030457,0.03137257695198059,0.060727011784911154,0.74600270986557,0.28125,7.601701500010677,17001960,1
6,220,1980,0.07496212121212122,2560,1.624099749326706,0.37734375,0.8719733476638794,0.8354603052139282,0.2640625,0.40836805403232573,0.5967740595340729,0.03137257695198059,0.06030624080449343,0.7451384961605072,0.3046875,7.639489299966954,17001980,1
6,240,2000,0.07571969696969698,2560,1.623991072177887,0.387890625,0.8767020672559738,0.8390011072158814,0.25859375,0.38287164866924284,0.5953680843114852,0.03137257695198059,0.05954067353159189,0.7434742718935012,0.3203125,7.768075800035149,17002000,1
6,260,2020,0.07647727272727273,2560,1.6526667714118957,0.358203125,0.8782281190156936,0.8366092830896378,0.27578125,0.3951243370771408,0.5963619351387024,0.03137257695198059,0.05945787951350212,0.7446559369564056,0.3671875,7.808068200014532,17002020,1
6,280,2040,0.07723484848484849,2560,1.6467394709587098,0.378125,0.8714565575122833,0.8342910945415497,0.244921875,0.3704199641942978,0.5989111751317978,0.03137257695198059,0.05842099115252495,0.7406977027654648,0.3203125,7.747368699987419,17002040,1
6,300,2060,0.07799242424242425,2560,1.6477977335453033,0.36640625,0.8741311848163604,0.8345714807510376,0.248828125,0.38522184193134307,0.5949521631002426,0.03137257695198059,0.05950405262410641,0.7442586243152618,0.28125,7.745252800057642,17002060,1
6,320,2080,0.07875,2560,1.5937345385551454,0.393359375,0.8655379295349122,0.8335301905870438,0.249609375,0.378792305290699,0.5983440518379212,0.03137257695198059,0.059292469173669815,0.7441373884677887,0.359375,7.663554199971259,17002080,1
6,340,2100,0.07950757575757576,2560,1.5969757676124572,0.383984375,0.8646865248680115,0.8298215419054031,0.27734375,0.3950762555003166,0.5959002345800399,0.03137257695198059,0.05824589319527149,0.7422227948904038,0.328125,7.784502599970438,17002100,1
6,352,2112,0.0799621212121212,1480,1.6607555208979425,0.36891891908001256,0.8685528574763117,0.8275263267594415,0.2648648653481458,0.4016789800411946,0.5969588163736704,0.03137257695198059,0.05815041941162702,0.7416238304731008,0.3359375,8.177165200002491,17002112,1
7,20,2132,0.08071969696969698,2560,1.6052450120449067,0.394921875,0.8683457165956497,0.8336843103170395,0.27109375,0.3928318127989769,0.5941027522087097,0.03137257695198059,0.05970319602638483,0.7446055829524993,0.3671875,8.231098299962468,17002132,1
7,40,2152,0.08147727272727273,2560,1.5919141829013825,0.40078125,0.8712838560342788,0.8314464807510376,0.25625,0.3856899321079254,0.598927840590477,0.03137257695198059,0.05505737476050854,0.7353307604789734,0.359375,7.975778300082311,17002152,1
7,60,2172,0.0822348484848485,2560,1.5946573138237,0.38203125,0.8719926476478577,0.8334736049175262,0.281640625,0.4052995339035988,0.5962813258171081,0.03137257695198059,0.06337157133966684,0.7515561014413834,0.3359375,8.101120100007392,17002172,1
7,80,2192,0.08299242424242426,2560,1.5946560323238372,0.406640625,0.8728641957044602,0.8349739283323288,0.26328125,0.39518173784017563,0.5946225672960281,0.03137257695198059,0.05515056345611811,0.7360320448875427,0.3125,8.109290400054306,17002192,1
