epoch,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,epoch_seconds,lr_start,lr_end,val_clean_acc,val_pgd10_acc,diag_rs_prediction_disagreement,diag_gradient_cosine,diag_gradient_sign_agreement,diag_clean_rs_jsd,diag_rs1_accuracy,diag_rs2_accuracy,clean_eval_seconds,diagnostic_seconds,pgd_monitor_seconds,diagnostic_batches,pgd_monitor_batches,monitor_seed,batch_pgd_label_seconds,estimated_core_epoch_seconds
11,1.4908166457282173,0.43108888891537983,0.8191919900046455,0.8092140754805671,0.2768,0.42575907351175946,0.5905627505726284,0.03137257695198059,0.04843502094878091,0.7238259270350138,170.1513703999808,0.13333333333333333,0.1466287878787879,0.6286,0.3359375,0.01171875,0.9601413607597351,0.9133975207805634,0.024962816387414932,0.4609375,0.46875,8.024512800038792,7.5893812999129295,11.029163100058213,2,10,1700011,138.11151789978612,32.039852500194684
12,1.476545621532864,0.4343777777989705,0.8071329581896464,0.8048808074845208,0.27977777778837415,0.42616984595192803,0.5919321173561944,0.03137257695198059,0.0468890908241272,0.7201581891907586,174.32294440001715,0.14666666666666667,0.15996212121212122,0.6376,0.37265625,0.01171875,0.9596967697143555,0.9092547595500946,0.022519154474139214,0.46484375,0.46875,8.188021900015883,7.626002699951641,11.191552300006151,2,10,1700012,142.12397650023922,32.19896789977793
13,1.4840609802034166,0.43515555557674834,0.8070773195266724,0.8053735443115234,0.2800444444364972,0.4305546634091271,0.5897950353728401,0.03137257695198059,0.04612831199566523,0.7193341965251498,171.04443540005013,0.16000000000000003,0.17329545454545456,0.6588,0.36875,0.015625,0.9610103964805603,0.9152972400188446,0.021944775246083736,0.43359375,0.4296875,8.276140399975702,7.606841899920255,11.388244400033727,2,10,1700013,138.97475499974098,32.06968040030915
14,1.4816416057162816,0.4368222222487132,0.800290137969123,0.8038548230489095,0.279733333322737,0.43039413435724044,0.5907373888015747,0.03137257695198059,0.044151908399661384,0.7146693524042765,172.41055620007683,0.17333333333333334,0.1866287878787879,0.6278,0.32890625,0.015625,0.9586046636104584,0.9165179431438446,0.02522111590951681,0.42578125,0.421875,8.112964499974623,7.424884499981999,11.194743899977766,2,10,1700014,140.43211599998176,31.978440200095065
15,1.4821418155670165,0.43522222222752044,0.8006866134961446,0.803274173143175,0.2817111111164093,0.4323806204054091,0.5921947692977058,0.03137257695198059,0.04492993435992135,0.7163486406644185,172.6741003000643,0.18666666666666668,0.1999621212121212,0.6566,0.3640625,0.00390625,0.9607348144054413,0.9175987541675568,0.020963693968951702,0.44140625,0.44140625,8.215847800020128,8.192719399929047,11.17393200006336,2,10,1700015,140.67877340014093,31.995326899923384
16,1.4725155735651652,0.43893333336512247,0.7979294845263163,0.8009472780545552,0.2785555555767483,0.43274896757337783,0.5910383739683364,0.03137257695198059,0.043032406904300054,0.712078577126397,174.16839320003055,0.2,0.18670454545454548,0.667,0.353125,0.015625,0.9475339651107788,0.9050433039665222,0.02526209596544504,0.4296875,0.43359375,8.012662500026636,7.579402600065805,11.1629703999497,2,10,1700016,142.13622950017452,32.03216369985603
17,1.4494354235967,0.4481111111270057,0.7884758560392592,0.7972793528768751,0.2801111111111111,0.43482085031403434,0.5906215037557814,0.03137257695198059,0.04229011193580098,0.7108906770070393,172.5485438000178,0.18666666666666668,0.17337121212121215,0.654,0.38671875,0.015625,0.9624855816364288,0.9194488823413849,0.022595399990677834,0.47265625,0.47265625,8.628334200009704,8.19439939991571,11.35438310005702,2,10,1700017,140.4720517998794,32.07649200013839
18,1.421939583015442,0.4582444444709354,0.7793495836575826,0.792231335735321,0.2784000000026491,0.4405505290402306,0.5900996656629774,0.03137257694602013,0.04148206029666795,0.7088694290479024,171.01883600000292,0.17333333333333334,0.1600378787878788,0.6512,0.3671875,0.0078125,0.9545437395572662,0.9169858694076538,0.02549014985561371,0.421875,0.421875,7.890478700050153,7.586626600008458,11.04865150002297,2,10,1700018,139.03952649969142,31.9793095003115
19,1.4042336270862155,0.46428888891008163,0.7775041255950927,0.7907412468486362,0.279,0.44194634007347955,0.5918920690324572,0.03137257695198059,0.040307560806804234,0.7056383221520318,172.33660510007758,0.16000000000000003,0.14670454545454548,0.694,0.39765625,0.01953125,0.9584658443927765,0.9142304062843323,0.027092792093753815,0.49609375,0.4921875,8.130506300018169,7.583786200033501,11.20284140005242,2,10,1700019,140.59708679968026,31.73951830039732
20,1.383236542977227,0.47131111109521656,0.7698871410475837,0.7878970045195686,0.28028888891008163,0.4417566935327318,0.5907909843550788,0.03137257695198059,0.04026824630167749,0.7059542089144388,170.61612970009446,0.1466666666666667,0.1333712121212121,0.6928,0.38046875,0.015625,0.9463463127613068,0.9089991450309753,0.03049174603074789,0.5,0.5078125,8.249634100007825,7.835831300006248,11.17803259997163,2,10,1700020,138.86919549969025,31.746934200404212
21,1.3566611078898112,0.48035555556085374,0.7606346433851454,0.7830421781963772,0.27775555555555553,0.4466311755816142,0.5902941819296943,0.03137257695198059,0.038328270658519535,0.7005353887240092,172.6224808000261,0.13333333333333336,0.12003787878787878,0.6868,0.384375,0.02734375,0.950493574142456,0.9110883176326752,0.029792755842208862,0.5,0.5,8.508823500014842,7.583394599962048,11.047457400010899,2,10,1700021,140.84937189996708,31.773108900059015
22,1.3259138924704659,0.4901555555661519,0.7505932424015469,0.7769344385888841,0.28142222224871316,0.44985282617145117,0.5895229287783305,0.03137257695198059,0.037474771649307674,0.6979960793283251,168.46524829999544,0.12000000000000002,0.10670454545454544,0.7034,0.37734375,0.01171875,0.9371492862701416,0.89508056640625,0.029734614305198193,0.45703125,0.4609375,8.198214299976826,7.800893799983896,11.232447100104764,2,10,1700022,136.70519439992495,31.76005390007049
23,1.2972381811353895,0.5024666666560703,0.7441166015730963,0.7736383227030437,0.27813333332538603,0.4496573953045739,0.589357079050276,0.03137257694602013,0.03632367340723674,0.6946826350741916,173.53983210003935,0.10666666666666669,0.09337121212121212,0.7052,0.41328125,0.0078125,0.9414160847663879,0.9010773003101349,0.03063110914081335,0.50390625,0.50390625,7.952263800078072,7.805752099957317,11.019977699965239,2,10,1700023,141.57473219989333,31.965099900146015
24,1.2635650126987032,0.5122000000264909,0.7335077735688952,0.7682970396253798,0.2768000000052982,0.4518901869244046,0.5903438634024726,0.03137257695198059,0.035629269497262105,0.6925558346112569,172.35954700002912,0.09333333333333332,0.08003787878787878,0.7268,0.409375,0.01171875,0.9543766677379608,0.9100659787654877,0.029594143852591515,0.53125,0.52734375,8.060155400075018,7.6296813999069855,11.132707700016908,2,10,1700024,140.41203470015898,31.94751229987014
25,1.2244066170798407,0.5267111111005147,0.7203784497261048,0.761994529109531,0.2740000000158946,0.45245186676449245,0.5897592359013027,0.03137257695198059,0.03466329270336363,0.6901130364312066,175.97025699994992,0.07999999999999999,0.06670454545454545,0.7242,0.41640625,0.0234375,0.9405729472637177,0.9026159048080444,0.029435744509100914,0.54296875,0.546875,7.997683399938978,7.590185799985193,11.019613099982962,2,10,1700025,143.32022819994017,32.65002880000975
26,1.1823383964538574,0.5411555555555555,0.7088601501146953,0.7545291598002116,0.27491111112435657,0.45116911766793993,0.5878212946891784,0.03137257695198059,0.03412541513111856,0.6879409310340882,170.05357679992449,0.06666666666666665,0.053371212121212125,0.7538,0.42734375,0.01953125,0.9229580163955688,0.8883044123649597,0.03321954980492592,0.5546875,0.54296875,8.19065500004217,7.820944600040093,11.224172899965197,2,10,1700026,138.18298559996765,31.870591199956834
27,1.1346449546178181,0.5573555555873447,0.7003185771624247,0.7501437255541483,0.26980000002119275,0.44824943135049605,0.5859492179022895,0.03137257695198059,0.033332032002343075,0.68514050444497,170.34633180010132,0.05333333333333332,0.04003787878787879,0.7766,0.43671875,0.01171875,0.9331534504890442,0.894507110118866,0.037482379004359245,0.58203125,0.57421875,8.061202400014736,7.612455699942075,11.206263300031424,2,10,1700027,138.23873519990593,32.10759660019539
28,1.0756683876779345,0.5796444444338481,0.6837274986373054,0.7416291715621949,0.26297777778307596,0.4465909054438273,0.5877296997388204,0.03137257695198059,0.03237669201493263,0.6817606008423699,171.75517899997067,0.039999999999999994,0.02670454545454546,0.7864,0.4609375,0.0078125,0.9244585931301117,0.8887240290641785,0.03556107543408871,0.59765625,0.6015625,8.065216200076975,7.659920600010082,10.941342399921268,2,10,1700028,139.89216950011905,31.863009499851614
29,0.9990269467671712,0.6057555555608537,0.6693343948258293,0.7330117963896857,0.25657777776188323,0.4335881841129727,0.5836240514331393,0.03137257695198059,0.03222958561049567,0.6804598985777961,170.80553610005882,0.02666666666666666,0.01337121212121213,0.8002,0.459375,0.02734375,0.9217697381973267,0.8837713003158569,0.04097007215023041,0.6015625,0.609375,7.884259699960239,7.581525400048122,10.976597299915738,2,10,1700029,138.62010699976236,32.18542910029646
30,0.9124065802574157,0.6361111111534966,0.6561453805393643,0.722491008843316,0.2443333333465788,0.4131085254457262,0.5829114363776313,0.03137257695198059,0.031530459666252134,0.677941916402181,173.77138859999832,0.01333333333333333,3.787878787879784e-05,0.8198,0.4625,0.01953125,0.9192126095294952,0.8828418254852295,0.04010707139968872,0.62109375,0.6171875,8.588230599998496,7.778154300060123,11.347080399980769,2,10,1700030,141.76130259979982,32.0100860001985
