metric,mean,sample_std,seeds
best_clean_acc,0.8313599999999999,0.006224789153055681,5
best_pgd10_acc,0.46828125,0.0055408197582803645,5
final_clean_acc,0.8313599999999999,0.006224789153055681,5
final_pgd10_acc,0.46828125,0.0055408197582803645,5
baseline_final_clean_acc,0.8326800000000001,0.017675180338542523,5
baseline_final_pgd10_acc,0.00140625,0.0019452968121857395,5
intervention_training_seconds,1120.504941659933,41.73112642017353,5
