checkpoint,attack,accuracy,epsilon,seconds
best_robust.pt,clean,0.7885,0.0,9.086876500048675
best_robust.pt,fgsm_8_255,0.493,0.03137254901960784,11.424709200044163
best_robust.pt,pgd10_8_255,0.4439,0.03137254901960784,35.3996714000823
last.pt,clean,0.7885,0.0,8.89247439999599
last.pt,fgsm_8_255,0.493,0.03137254901960784,11.365778899984434
last.pt,pgd10_8_255,0.4439,0.03137254901960784,35.167270600097254
