epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
17,gradalign,1.6127591085645887,0.38322222222222224,0.00436817030020886,0.631,0.37890625,90.82439069999964,0.0,9.008318899999722,11.95922010000504,0.27999999999999997,0.2600568181818182,0,0,0,0,0
18,gradalign,1.5884986960305107,0.39102222223281863,0.004555718019025193,0.6294,0.359375,91.21195559999614,0.0,8.453743399993982,11.216202100011287,0.26,0.2400568181818182,0,0,0,0,0
19,gradalign,1.572811183590359,0.39911111110581293,0.004685709993292888,0.6066,0.38203125,91.2255254000047,0.0,8.421794999987469,11.986275700008264,0.24,0.22005681818181821,0,0,0,0,0
20,gradalign,1.554551683192783,0.40482222220632763,0.004924395986149709,0.6638,0.38515625,91.02688130000024,0.0,8.56397870001092,11.989024599999539,0.22,0.20005681818181814,0,0,0,0,0
21,gradalign,1.5253747059716118,0.4168888888994853,0.005000363527155585,0.6664,0.3921875,91.00597919999564,0.0,8.618486300008954,11.516644899995299,0.2,0.18005681818181815,0,0,0,0,0
22,gradalign,1.5038131649017334,0.42446666667726307,0.0053368492872350745,0.6748,0.38046875,91.24020909999672,0.0,8.404363899986492,11.375053900002968,0.18000000000000002,0.16005681818181816,0,0,0,0,0
23,gradalign,1.4725566333346898,0.4351111111111111,0.0054390422197679675,0.678,0.3859375,91.35318150000239,0.0,8.956171500001801,11.368236499998602,0.16000000000000003,0.14005681818181817,0,0,0,0,0
24,gradalign,1.4400328709072536,0.44611111113760205,0.0057390249827669725,0.6902,0.409375,90.71047809999436,0.0,8.363149199998588,11.610974399998668,0.13999999999999996,0.12005681818181817,0,0,0,0,0
25,gradalign,1.41285243534512,0.45686666667726306,0.006036933408346441,0.7076,0.41875,90.96631759998854,0.0,8.589871300006052,11.556033300003037,0.11999999999999997,0.10005681818181818,0,0,0,0,0
26,gradalign,1.369618539788988,0.4728444444762336,0.006408361299335957,0.7114,0.4015625,91.00385219999589,0.0,8.675518799995189,11.167969600006472,0.09999999999999998,0.08005681818181817,0,0,0,0,0
27,gradalign,1.3203451317045423,0.4857111111429003,0.006699910030017297,0.7342,0.44453125,91.16157569999632,0.0,9.159615500000655,13.569347700002254,0.07999999999999997,0.06005681818181818,0,0,0,0,0
28,gradalign,1.2622589172787138,0.5056000000211928,0.007092927118142446,0.75,0.46171875,91.58576880001056,0.0,8.408957500010729,11.32990240000072,0.059999999999999984,0.040056818181818186,0,0,0,0,0
29,gradalign,1.193462764570448,0.5314666666931577,0.007649872948477666,0.7724,0.46796875,91.2514189999929,0.0,8.419795699999668,11.374823799997102,0.03999999999999999,0.020056818181818193,0,0,0,0,0
30,gradalign,1.0994537803649902,0.5658888888888889,0.008029114116066032,0.7894,0.4859375,91.05787299999793,0.0,8.715654300001916,11.612555200001225,0.019999999999999993,5.681818181819675e-05,0,0,0,0,0
