threshold,planned_collapse_runs,observed_events,detected_events,event_recall_any_lead,detected_within_60_updates,recall_within_60_updates,median_first_lead_windows,stable_runs,stable_false_alarm_episodes,stable_false_alarms_per_run
0.166329887509346,2,2,2,1.0,0,0.0,63.5,3,0,0.0
