feature,risk_direction,horizon_windows,eligible_windows,positive_windows,prevalence,auroc,auprc
free_gradient_cosine,-1,1,316,1,0.0031645569620253164,0.9873015873015873,0.2
free_gradient_cosine,-1,2,316,2,0.006329113924050633,0.9856687898089171,0.24285714285714285
free_gradient_cosine,-1,3,316,3,0.00949367088607595,0.9829605963791267,0.2619047619047619
free_gradient_sign_agreement,-1,1,316,1,0.0031645569620253164,0.9809523809523809,0.14285714285714285
free_gradient_sign_agreement,-1,2,316,2,0.006329113924050633,0.9777070063694268,0.17142857142857143
free_gradient_sign_agreement,-1,3,316,3,0.00949367088607595,0.9755058572949947,0.1976190476190476
free_prediction_disagreement,1,1,316,1,0.0031645569620253164,0.18095238095238095,0.003861003861003861
free_prediction_disagreement,1,2,316,2,0.006329113924050633,0.24761146496815287,0.006165151326441649
free_prediction_disagreement,1,3,316,3,0.00949367088607595,0.3248136315228967,0.008953402501789599
free_attack_loss_gain,-1,1,316,1,0.0031645569620253164,0.746031746031746,0.012345679012345678
free_attack_loss_gain,-1,2,316,2,0.006329113924050633,0.7388535031847133,0.017800746482917025
free_attack_loss_gain,-1,3,316,3,0.00949367088607595,0.5282215122470714,0.015413263612724826
free_boundary_fraction,1,1,316,1,0.0031645569620253164,0.18412698412698414,0.003875968992248062
free_boundary_fraction,1,2,316,2,0.006329113924050633,0.16878980891719744,0.0056833028481839565
free_boundary_fraction,1,3,316,3,0.00949367088607595,0.28115015974440893,0.008466049816977435
control_gradient_participation_ratio,-1,1,316,1,0.0031645569620253164,1.0,1.0
control_gradient_participation_ratio,-1,2,316,2,0.006329113924050633,1.0,1.0
control_gradient_participation_ratio,-1,3,316,3,0.00949367088607595,0.9957401490947817,0.8095238095238094
control_gradient_entropy,-1,1,316,1,0.0031645569620253164,1.0,1.0
control_gradient_entropy,-1,2,316,2,0.006329113924050633,0.9984076433121019,0.8333333333333333
control_gradient_entropy,-1,3,316,3,0.00949367088607595,0.9925452609158679,0.6666666666666666
train_adv_loss,-1,1,316,1,0.0031645569620253164,1.0,1.0
train_adv_loss,-1,2,316,2,0.006329113924050633,0.9984076433121019,0.8333333333333333
train_adv_loss,-1,3,316,3,0.00949367088607595,0.9978700745473909,0.8055555555555555
train_adv_acc,1,1,316,1,0.0031645569620253164,1.0,1.0
train_adv_acc,1,2,316,2,0.006329113924050633,0.9984076433121019,0.8333333333333333
train_adv_acc,1,3,316,3,0.00949367088607595,0.9936102236421726,0.6805555555555555
