epoch,batch,global_step,lr,window_samples,train_adv_loss,train_adv_acc,free_gradient_cosine,free_gradient_sign_agreement,free_prediction_disagreement,free_attack_loss_gain,free_boundary_fraction,free_delta_linf,control_gradient_participation_ratio,control_gradient_entropy,detector_baseline,detector_score,detector_threshold,detector_pgd10_acc,detector_seconds,intervention_triggered
2,120,472,0.026761363636363635,2560,2.021891403198242,0.2328125,0.9036669433116913,0.8406248927116394,0.211328125,0.23796268552541733,0.9210654199123383,0.03137257695198059,0.06009824182838201,0.7318191677331924,0.9012277841567993,-0.002439159154892012,0.16632988750934596,nan,0.0,0
2,140,492,0.027897727272727272,2560,1.9976680755615235,0.2453125,0.8972935378551483,0.8364550441503524,0.223046875,0.24837906435132026,0.9175584375858307,0.03137257695198059,0.06218536254018545,0.7357535719871521,0.9028193145990372,0.005525776743888877,0.16632988750934596,nan,0.0,0
2,160,512,0.02903409090909091,2560,2.0396090507507325,0.2328125,0.9045252740383148,0.8357595026493072,0.20859375,0.24515917226672174,0.9188916772603989,0.03137257695198059,0.05886282622814178,0.7281958222389221,0.9012277841567993,-0.0032974898815155695,0.16632988750934596,nan,0.0,0
2,180,532,0.030170454545454545,2560,1.9501254081726074,0.25703125,0.8972613245248795,0.8372224390506744,0.212109375,0.24801896661520004,0.9149106562137603,0.03137257695198059,0.058882730267941955,0.7292021721601486,0.9012277841567993,0.003966459631919772,0.16632988750934596,nan,0.0,0
2,200,552,0.03130681818181818,2560,1.9920061588287354,0.241796875,0.9028118282556534,0.8407050013542176,0.20078125,0.2617822870612144,0.9152012050151825,0.03137257695198059,0.05924078039824963,0.7302085161209106,0.8972935378551483,-0.00551829040050511,0.16632988750934596,nan,0.0,0
2,220,572,0.032443181818181815,2560,2.04331579208374,0.228515625,0.9032231539487838,0.8387228906154632,0.190625,0.2577314846217632,0.9204787135124206,0.03137257695198059,0.05857162252068519,0.727463322877884,0.9028118282556534,-0.00041132569313040435,0.16632988750934596,nan,0.0,0
2,240,592,0.03357954545454545,2560,1.9779442310333253,0.2578125,0.8995890259742737,0.8414713680744171,0.2,0.2542197674512863,0.9180081903934478,0.03137257695198059,0.05619780942797661,0.7235827386379242,0.9028118282556534,0.003222802281379722,0.16632988750934596,nan,0.0,0
2,260,612,0.03471590909090909,2560,1.97904691696167,0.249609375,0.8993482559919357,0.8431169092655182,0.234765625,0.27029287368059157,0.9151086419820785,0.03137257695198059,0.05410947538912296,0.720212060213089,0.9028118282556534,0.00346357226371774,0.16632988750934596,nan,0.0,0
2,280,632,0.035852272727272726,2560,1.9719142675399781,0.254296875,0.9017321318387985,0.8393675655126571,0.21328125,0.27146450951695444,0.9202284723520279,0.03137257695198059,0.0610239515081048,0.7303599447011948,0.8995890259742737,-0.002143105864524819,0.16632988750934596,nan,0.0,0
2,300,652,0.03698863636363636,2560,1.9728068828582763,0.236328125,0.8992793560028076,0.8439408838748932,0.23203125,0.25751337185502055,0.9148552119731903,0.03137257695198059,0.05679824035614729,0.7292789429426193,0.9017321318387985,0.0024527758359909058,0.16632988750934596,nan,0.0,0
2,320,672,0.038125,2560,1.952410054206848,0.250390625,0.8975528627634048,0.843789565563202,0.233203125,0.277969790995121,0.9159342646598816,0.03137257695198059,0.06071396358311176,0.7366854339838028,0.8995890259742737,0.0020361632108688577,0.16632988750934596,nan,0.0,0
2,340,692,0.03926136363636363,2560,1.9814311265945435,0.243359375,0.9058693021535873,0.843481469154358,0.21484375,0.2643630005419254,0.9158297419548035,0.03137257695198059,0.058307135663926604,0.729296937584877,0.8993482559919357,-0.006521046161651611,0.16632988750934596,nan,0.0,0
2,352,704,0.039943181818181815,1480,1.9348274868887825,0.2750000006443745,0.8963896200463578,0.8389732119199392,0.20270270254160908,0.27859118145865364,0.916347766566921,0.03137257695198059,0.05368481894602647,0.7167956793630446,0.8993482559919357,0.002958635945577881,0.16632988750934596,nan,0.0,0
