epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
1,gradalign,2.2145252067142063,0.16497777777777778,0.02158886379222903,0.3542,0.24609375,92.45602800000052,0.0,8.93502289999742,12.287016300004325,0.0,0.019943181818181818,0,0,0,0,0
2,gradalign,1.9868758100085788,0.24586666666931575,0.002130805126246479,0.3752,0.246875,91.0753471999924,0.0,8.326467600010801,11.587319699989166,0.02,0.039943181818181815,0,0,0,0,0
3,gradalign,1.9111977240456475,0.2775111111376021,0.002237401259400778,0.4694,0.28671875,91.44889439998951,0.0,8.45282109999971,11.527473199996166,0.04,0.05994318181818181,0,0,0,0,0
4,gradalign,1.8272394792132907,0.306888888891538,0.002424962205481198,0.5084,0.30234375,91.07011129999592,0.0,8.586051300007966,11.986999400003697,0.06,0.07994318181818182,0,0,0,0,0
5,gradalign,1.7638827602174547,0.32691111112700566,0.00248811188671324,0.5112,0.3078125,91.58083979999356,0.0,9.043120300004375,11.561382800005958,0.08,0.0999431818181818,0,0,0,0,0
6,gradalign,1.7079960229237874,0.34668888891537986,0.002741740289454659,0.5636,0.3390625,91.3705048999982,0.0,8.501926600001752,11.86268310000014,0.09999999999999999,0.11994318181818181,0,0,0,0,0
7,gradalign,1.6651065178341335,0.36262222224871316,0.0030868184530900584,0.5748,0.33125,91.0888025000022,0.0,9.042882299996563,11.502154100002372,0.12,0.13994318181818183,0,0,0,0,0
8,gradalign,1.6423130147298177,0.37142222220632765,0.0034047908030036423,0.6114,0.35078125,91.37024800000654,0.0,8.913449800005765,12.188231499996618,0.13999999999999999,0.15994318181818182,0,0,0,0,0
9,gradalign,1.6215143209669325,0.3788222222487132,0.003720637428512176,0.5852,0.334375,91.43493260000832,0.0,8.27178009999625,11.863971999991918,0.16,0.17994318181818184,0,0,0,0,0
10,gradalign,1.6189578376558091,0.38157777778307594,0.003854372326533,0.5922,0.371875,91.26930270000594,0.0,8.725453399994876,11.837473499996122,0.18,0.19994318181818183,0,0,0,0,0
11,gradalign,1.613618449168735,0.3841555555502574,0.004007901444203324,0.5948,0.33515625,91.21706480000285,0.0,8.963029899998219,12.335470699996222,0.19999999999999998,0.21994318181818182,0,0,0,0,0
12,gradalign,1.6234879585054185,0.37884444443384807,0.0040270436304310955,0.607,0.36640625,91.24352990000625,0.0,8.580720800004201,11.621704699995462,0.21999999999999997,0.2399431818181818,0,0,0,0,0
13,gradalign,1.6236417150709364,0.3802888888941871,0.004198634419590235,0.5974,0.3453125,91.57928769999126,0.0,8.532066900006612,11.572526099989773,0.24,0.2599431818181818,0,0,0,0,0
14,gradalign,1.624388809606764,0.37964444443384804,0.0041444718131588565,0.598,0.3609375,90.96997569999075,0.0,9.71681699999317,12.202344100005575,0.26,0.2799431818181818,0,0,0,0,0
15,gradalign,1.6325193605846828,0.37775555554495915,0.004138639125807418,0.595,0.3328125,92.03373460000148,0.0,8.911029100010637,12.047603500002879,0.27999999999999997,0.2999431818181818,0,0,0,0,0
16,gradalign,1.6321658682081435,0.3796444444550408,0.0043103564622501535,0.6,0.365625,92.49116309999954,0.0,8.596623299992643,11.630650299994159,0.3,0.2800568181818182,0,0,0,0,0
17,gradalign,1.6036334570566813,0.38982222224871316,0.0046199826412730745,0.6366,0.37421875,91.68295289999514,0.0,9.090626200006227,11.640632899987395,0.27999999999999997,0.2600568181818182,0,0,0,0,0
18,gradalign,1.5897029728571574,0.3958000000105964,0.0045835521216607755,0.6276,0.3578125,92.03269380000711,0.0,8.700496300007217,11.537341299990658,0.26,0.2400568181818182,0,0,0,0,0
19,gradalign,1.5679777116987441,0.4035555555767483,0.00477122713153561,0.644,0.3609375,91.62775730001158,0.0,8.750592600001255,11.843091400005505,0.24,0.22005681818181821,0,0,0,0,0
20,gradalign,1.5481357824113633,0.40586666667726307,0.004914027014291948,0.6298,0.3453125,91.46344399999361,0.0,8.781748399997014,11.870351199992001,0.22,0.20005681818181814,0,0,0,0,0
21,gradalign,1.5172515822516548,0.4209777777777778,0.0050938462857570916,0.622,0.3765625,91.33150339999702,0.0,8.753262499987613,12.076395900003263,0.2,0.18005681818181815,0,0,0,0,0
22,gradalign,1.4979827995724149,0.42544444443914625,0.005332100687838263,0.644,0.37890625,92.44050500000594,0.0,8.72106850000273,11.758658199993079,0.18000000000000002,0.16005681818181816,0,0,0,0,0
23,gradalign,1.471827842479282,0.43626666667196484,0.005473509463750654,0.6698,0.4078125,91.3937455000123,0.0,8.873448199999984,11.807307900002343,0.16000000000000003,0.14005681818181817,0,0,0,0,0
24,gradalign,1.4403279285007053,0.44684444442854987,0.005765909685608413,0.697,0.39765625,91.55623659999401,0.0,8.794103000007453,11.398927300004289,0.13999999999999996,0.12005681818181817,0,0,0,0,0
25,gradalign,1.4052323799133302,0.45853333332273694,0.006087985287772285,0.7134,0.40546875,91.33529170000111,0.0,8.688547699988703,11.41340879999916,0.11999999999999997,0.10005681818181818,0,0,0,0,0
26,gradalign,1.365628699154324,0.4706666667090522,0.0064868487163550325,0.7326,0.4265625,91.58704300000682,0.0,8.45679770001152,12.383711700007552,0.09999999999999998,0.08005681818181817,0,0,0,0,0
27,gradalign,1.3199828279919095,0.4890444444762336,0.006852864464537965,0.735,0.45078125,91.20899780000036,0.0,10.517875100005767,12.800060399997164,0.07999999999999997,0.06005681818181818,0,0,0,0,0
28,gradalign,1.2575101317723592,0.5092666666772631,0.0073466238476336005,0.754,0.45,92.52691380000033,0.0,8.65816600000835,11.760740400000941,0.059999999999999984,0.040056818181818186,0,0,0,0,0
29,gradalign,1.18764841954973,0.5328444444550409,0.007855092172159088,0.789,0.46484375,91.39790750000975,0.0,8.64763170000515,11.853791100002127,0.03999999999999999,0.020056818181818193,0,0,0,0,0
30,gradalign,1.095323529762692,0.5686888888994853,0.008323211072550879,0.7932,0.4859375,91.53630439999688,0.0,9.175428700007615,11.630146899988176,0.019999999999999993,5.681818181819675e-05,0,0,0,0,0
