epoch,method,train_adv_loss,train_adv_acc,gradalign_loss,val_clean_acc,val_pgd10_acc,core_training_seconds,online_monitor_seconds,clean_eval_seconds,pgd_monitor_seconds,lr_start,lr_end,fastadv_triggers_epoch,fastadv_triggers_total,pgd_training_batches_epoch,pgd_training_batches_total,pgd_remaining
1,gradalign,2.2104973563724095,0.17017777778307597,0.02221199898297588,0.3378,0.240625,91.89080860000104,0.0,8.451910400006454,11.514131000003545,0.0,0.019943181818181818,0,0,0,0,0
2,gradalign,1.9951890632417466,0.24331111111111112,0.001912832702178922,0.3756,0.2640625,90.89655289999791,0.0,9.655750200006878,11.588943400012795,0.02,0.039943181818181815,0,0,0,0,0
3,gradalign,1.9245309732225206,0.26844444445504084,0.0020766445960849526,0.4522,0.29296875,91.75608239999565,0.0,8.485359500002232,11.308339600000181,0.04,0.05994318181818181,0,0,0,0,0
4,gradalign,1.8400211669074165,0.2981333333333333,0.0023671843900862667,0.5072,0.3203125,91.31081249999988,0.0,8.608911199989961,11.371641600009752,0.06,0.07994318181818182,0,0,0,0,0
5,gradalign,1.7750394123713176,0.32417777779367235,0.0026081128288060426,0.5436,0.3484375,91.57332980001229,0.0,8.363795400000527,12.34331770001154,0.08,0.0999431818181818,0,0,0,0,0
6,gradalign,1.718349742635091,0.3450888888835907,0.0029774883183754154,0.5642,0.346875,91.54236839999794,0.0,8.606341999999131,11.58957690000534,0.09999999999999999,0.11994318181818181,0,0,0,0,0
7,gradalign,1.6742850382063124,0.3590444444338481,0.0034093266271054746,0.578,0.36328125,91.26381940000283,0.0,8.806366199991317,12.013171099999454,0.12,0.13994318181818183,0,0,0,0,0
8,gradalign,1.6432506482866076,0.3728,0.0037903517467280227,0.571,0.34609375,91.23862740000186,0.0,8.336770299996715,12.162351500010118,0.13999999999999999,0.15994318181818182,0,0,0,0,0
9,gradalign,1.627402403916253,0.3780444444285499,0.004013860210859113,0.5946,0.35234375,91.96760450000875,0.0,8.530160900001647,11.429768500005594,0.16,0.17994318181818184,0,0,0,0,0
10,gradalign,1.6170500514560275,0.3819333333174388,0.004052622581852807,0.5828,0.365625,91.05438190000132,0.0,8.484842999998364,11.545634699999937,0.18,0.19994318181818183,0,0,0,0,0
11,gradalign,1.623757978630066,0.38208888891008164,0.004176424151907365,0.5804,0.3234375,90.94276320000063,0.0,8.590041700008442,11.382656499990844,0.19999999999999998,0.21994318181818182,0,0,0,0,0
12,gradalign,1.6168603196461995,0.3823333333386315,0.004197240369187461,0.6,0.34921875,91.31162239999685,0.0,9.405147900004522,11.743830899999011,0.21999999999999997,0.2399431818181818,0,0,0,0,0
13,gradalign,1.6298283148871529,0.38044444443914627,0.0041860460890664,0.5994,0.33984375,90.97035079999478,0.0,8.142960099998163,11.390533900004812,0.24,0.2599431818181818,0,0,0,0,0
