checkpoint,checkpoint_epoch,architecture,attack,accuracy,clean_accuracy,epsilon,samples,batch_size,seed,completed_attacks,expected_attacks,complete,seconds_this_invocation,package_version,package_url,package_sha256
best_robust.pt,30,preact_resnet18,official_autoattack_standard,0.444,0.803,0.0313725490196078,1000,128,17,apgd-ce;apgd-t;fab-t;square,apgd-ce;apgd-t;fab-t;square,True,744.4578132999886,0.1,https://github.com/fra31/auto-attack/archive/refs/heads/master.zip,87d423ee2794814fd003697ed1bec29b28416b6d048678a3f0983c27df5c2b1f
